x
	(+)-chelidonine
ISCU	89
MICALL2	90
ATF7IP2	91
ZNF282	92
MGLL	93
PPFIA4	94
ABHD10	95
ST7L	96
CNPY2	97
GLTSCR2	98
DMTF1	99
CYTL1	100
x
	(-)-MK-801
TPSAB1	1
RPL11	2
BEX4	3
KIN	4
BCAP31	5
ABCC5	6
GIGYF2	7
CCDC33	8
AP3B2	9
BAZ2B	10
ARMCX4	11
APBB1	12
CP	13
ZNF141	14
NT5DC2	15
KCNJ14	16
B4GALNT1	17
CD300C	18
KAL1	19
ZNF117	20
CCL11	21
SIRT2	22
KLF7	23
CAPNS1	24
BCL2A1	25
SHBG	26
BCAS3	27
CECR5	28
FAM127B	29
RLBP1	30
UCN	31
TMPRSS11E	32
IFNW1	33
SURF2	34
KANSL1L	35
HIST1H2AL	36
VASP	37
GNAZ	38
NT5M	39
DNTTIP2	40
TPRKB	41
PAIP2B	42
DAB1	43
DIP2A	44
NCAPH	45
MIP	46
MYBPC2	47
STX4	48
GTPBP10	49
ZKSCAN4	50
TMEM177	51
CDT1	52
HSPBAP1	53
LIN37	54
IGKV1D-8	55
OPN3	56
PTPRH	57
SMU1	58
HMGB3P1	59
HMGN2P9	60
SEMA3E	61
LRRC59	62
SLC27A6	63
GPNMB	64
LRFN3	65
GAMT	66
DNAL4	67
TMEM165	68
SMEK2	69
IL18	70
USP25	71
S100P	72
EFCAB1	73
FAM192A	74
USP22	75
SLC6A14	76
CDCP1	77
ZNF232	78
KRI1	79
CPPED1	80
CENPJ	81
ISG15	82
TMEM106B	83
MAFB	84
KRT85	85
TREX2	86
MAPK12	87
CLEC2D	88
FAM188A	89
RHOC	90
CHSY1	91
PRKRIP1	92
HIST1H2BN	93
RPL5	94
PLA2G1B	95
C20orf20	96
SOX18	97
MYO16	98
PCSK1N	99
IQGAP2	100
x
	(-)-atenolol
EFHD2	1
B4GALNT1	2
TBCEL	3
TMED1	4
GSTM3	5
DCC	6
GCNT2	7
CALML5	8
CDKN2B	9
PARN	10
GTF2E2	11
PYGO1	12
KRT1	13
PTGES3	14
NTN1	15
TP53I3	16
RNF141	17
PERP	18
TRIM8	19
NGFRAP1	20
PLIN3	21
MTHFSD	22
CLK1	23
CD3G	24
RPL27	25
GTF2E1	26
PKIA	27
TSPYL1	28
TGM1	29
CNNM1	30
NPM1P22	31
MOGS	32
SLC9A6	33
A2M	34
KLK5	35
PCTP	36
RBM12B	37
TEX13A	38
DHX16	39
HOXA2	40
EMP2	41
PLK1	42
SENP2	43
WDR91	44
HSPB1	45
SLC4A8	46
BMPR1B	47
DDIT3	48
TSPAN12	49
SLC10A1	50
BBC3	51
KLK7	52
NDUFAF4	53
SSNA1	54
EIF2B5	55
ZNF394	56
C1orf105	57
SH2B2	58
CDR2	59
TMSB15A	60
TPRKB	61
PSMD2	62
ELSPBP1	63
FAM57A	64
PADI3	65
IL7R	66
REPIN1	67
SPATA2L	68
PIP5K1C	69
CILP	70
RABAC1	71
NT5M	72
PLA2G16	73
ZC3H11A	74
PHACTR1	75
TRAPPC11	76
MYOM2	77
SEZ6L2	78
SURF2	79
HMG20A	80
RNF40	81
HLA-DQB2	82
GMCL1	83
RECK	84
SNX6	85
OR1G1	86
SPACA1	87
SCRT1	88
DMTF1	89
UNC93A	90
PBLD	91
PITPNB	92
PPWD1	93
DCP2	94
FAM118A	95
SMAGP	96
PPOX	97
CDO1	98
MIA2	99
UTP3	100
x
	(-)-catechin
MRPL19	1
LEP	2
CACNA1B	3
NDC80	4
TPCN1	5
OR7E24	6
SLITRK3	7
SYTL2	8
ZBTB11	9
TASP1	10
TSPO2	11
SREK1IP1	12
GTF2H3	13
C12orf51	14
TST	15
PRCC	16
PLA2G2F	17
CIDEC	18
VPS52	19
BCL2L2	20
SEMA6C	21
SLC22A14	22
GBX2	23
HHLA1	24
DDX25	25
TEX11	26
GPR18	27
TBXAS1	28
GTF3C3	29
CLCN6	30
SPON2	31
TXNDC15	32
PRDM16	33
NUDT3	34
CHAD	35
SCAMP5	36
PPM1E	37
CD38	38
PSMB7	39
BOLA1	40
CYSLTR2	41
CYP7A1	42
ARHGEF6	43
HERC3	44
SNHG3	45
C8orf84	46
MFSD6	47
HIST1H2BE	48
PUS7	49
NKG7	50
DNAJA2	51
ELP3	52
TPX2	53
PRDM11	54
CD79B	55
SETMAR	56
KCNQ4	57
SLC2A4	58
WDR43	59
PLA2G2D	60
KLHL1	61
PPA2	62
ARHGEF10L	63
RDBP	64
PTTG3P	65
PCDHB6	66
IL12RB2	67
DMRT1	68
SPTBN5	69
ZBED4	70
UTP6	71
PTPRE	72
HIRIP3	73
HSF2BP	74
ARID3A	75
NPTXR	76
FAM155B	77
ACTR1B	78
POP5	79
DDHD2	80
CLPB	81
NMNAT2	82
LANCL2	83
PIAS3	84
ARHGAP12	85
RAD21L1	86
ALOX12P2	87
LILRA4	88
TNNC1	89
XKR8	90
SPC25	91
MT1G	92
ADORA3	93
IGLV4-60	94
BAI1	95
CPSF7	96
DGKQ	97
HMGB1P12	98
DEF6	99
DKKL1	100
x
	(-)-isoprenaline
QSOX1	1
CLCA3P	2
FOXJ1	3
PLP1	4
TRIM5	5
ICT1	6
RPUSD2	7
SLC6A7	8
UBBP1	9
AMDHD2	10
PAQR3	11
MYO1D	12
HOXD4	13
ADRA1B	14
FAM173A	15
C22orf26	16
GUCA2A	17
ATHL1	18
BATF3	19
GCNT2	20
MNT	21
DNTTIP2	22
PPYR1	23
TCP11	24
IFI6	25
HNRNPA1P31	26
DHRS11	27
HEXB	28
CUX2	29
MFHAS1	30
MFGE8	31
HLTF	32
SACS	33
SPTBN4	34
PMS1	35
VGF	36
FOXE3	37
FBXW2	38
ANXA5	39
TEX30	40
OMP	41
RPGR	42
ROR2	43
ING2	44
ZC4H2	45
C3orf52	46
PITPNM3	47
SEC24B	48
GRAMD3	49
SCIN	50
ATG14	51
TPX2	52
CAPG	53
SALL1	54
C14orf45	55
CHST12	56
NR5A1	57
SLC5A12	58
RETN	59
MKKS	60
CCDC85C	61
HPSE	62
COX7A1	63
NDUFA4L2	64
WBSCR22	65
MRPL24	66
CATSPERB	67
KLHL2	68
KCNQ4	69
LRRC48	70
CDKN1B	71
PSRC1	72
SCRIB	73
CNIH	74
TRPC4AP	75
TPSAB1	76
SLC30A3	77
CHIA	78
IGFBP1	79
USP4	80
MAPK4	81
FBXO46	82
C9orf82	83
MCAT	84
MRM1	85
DNALI1	86
AAAS	87
GABRQ	88
OR7E14P	89
MRPL39	90
CFL1	91
POU4F2	92
SMG8	93
GIGYF2	94
RHOB	95
SP4	96
FDPSP5	97
UQCR10	98
AK5	99
PRG3	100
x
	0173570-0000
CCL13	1
MMP2	2
VAV1	3
MYH7	4
SLC35E2B	5
CDKN2D	6
TFEC	7
SV2C	8
NOL10	9
CCDC68	10
CD5	11
C11orf80	12
PIGP	13
BRS3	14
NFE2	15
VAMP5	16
KCNJ10	17
STX17	18
PGR	19
CCR3	20
KIAA0317	21
ZBP1	22
PHYHIP	23
PREB	24
EGF	25
TMED1	26
PTPRH	27
PGLYRP1	28
SCG5	29
ADAT1	30
DNAJC17	31
CD72	32
TTF2	33
CDH5	34
KCTD3	35
STRN4	36
CHRNA10	37
ADCY8	38
ASH1L	39
PRSS16	40
RDBP	41
MAP3K1	42
PKIA	43
PHB2	44
LIFR	45
TRBC2	46
GPI	47
ATP5E	48
IL11RA	49
CHD8	50
GABRA6	51
CDHR1	52
EYA3	53
CCR9	54
GTF3C5	55
ZCCHC6	56
RNF123	57
FZD10	58
LCMT2	59
HSD11B1	60
IQCH	61
CMPK1	62
SEC24B	63
TRIM58	64
ZNF225	65
OR1A1	66
SLC38A4	67
DDOST	68
FCHO1	69
HMGA2	70
OR1G1	71
P2RX1	72
SHROOM2	73
CDH20	74
PFKM	75
ARMCX4	76
IFRD2	77
RNF138	78
APOL6	79
TECPR2	80
WBP5	81
ANG	82
LPGAT1	83
PRDM1	84
PGD	85
SELRC1	86
MOGS	87
TMEM187	88
RGS9	89
RSAD2	90
RPL22	91
FAM118A	92
LRRC31	93
PANX1	94
KLHL11	95
SLC12A8	96
NAIP	97
RNF115	98
WBSCR22	99
FAM117A	100
x
	0175029-0000
SERPINB5	1
CCL13	2
HMGCS2	3
PPIL6	4
SLC35E2B	5
TLR3	6
CORO1C	7
VPS4B	8
COX7A1	9
GPR126	10
TPRA1	11
ZNF225	12
TCP11	13
FKBP2	14
EMILIN1	15
NAV2	16
ALAS2	17
AKR1B10	18
WNT5B	19
ZNF280A	20
SNRPD2	21
USP25	22
GOLGA3	23
ARMC6	24
TMEM106B	25
ARID3A	26
CXorf36	27
EIF4A1	28
STEAP3	29
TENC1	30
MAP1LC3C	31
SPRYD7	32
SELL	33
PRSS16	34
MRPS27	35
ATP11A	36
ZNF253	37
PRDM1	38
BAAT	39
VSIG4	40
LAG3	41
MUC16	42
VAV1	43
ABHD3	44
RALY	45
ALOX12B	46
TYMP	47
FEZ1	48
WDR82	49
OXCT1	50
REG3A	51
MARCH5	52
NTN3	53
NLGN1	54
ST8SIA2	55
STK25	56
CRB1	57
SLC28A1	58
HIST1H1D	59
PACSIN1	60
KRT83	61
C14orf45	62
CHRNB1	63
LIMS1	64
PAK3	65
EXTL2	66
TRPS1	67
NYX	68
HTR1F	69
VENTX	70
SPRY1	71
HIST1H4H	72
LYRM2	73
TM7SF2	74
TTC40	75
VTI1B	76
ABHD11	77
ZNF669	78
SLC7A11	79.5
OR1G1	79.5
MT1M	81
DERL2	82
C15orf2	83
IFI6	84
TRAT1	85
MYO5C	86
RGSL1	87
UPP1	88
KRTAP5-9	89
DDX4	90
TRAPPC2L	91
ZBTB6	92
RSBN1	93
DNAJC1	94
ZFYVE16	95
C3orf32	96
BEGAIN	97
CRYGD	98
CD38	99
MT1H	100
x
	0179445-0000
PCDHGA11	1
DCC	2
GLTSCR1	3
GNRH2	4
OIP5	5
NFS1	6
ZNF141	7
C4orf19	8
COX7A2L	9
ZNF253	10
SH2B2	11
NDRG1	12
APOD	13
PTPN4	14
JUP	15
USP11	16
PTPRH	17
VMP1	18
ASNSD1	19
SAMHD1	20
HABP4	21
KCNJ14	22
DDB2	23
FAM118A	24
CYTL1	25
MRPL15	26
HLA-DPA2	27
SETD3	28
KANSL1L	29
IFNA21	30
MMP2	31
KIAA0317	32
IGFBP6	33
C22orf26	34
GCNT3	35
ARHGAP44	36
CUZD1	37
HOXA2	38
NDE1	39
BUB1B	40
CREG1	41
CHD8	42
AKR1B10	43
MAP1LC3B	44
CRYAA	45
CRYBB2	46
ARHGDIB	47
PROP1	48
RNF38	49
PACSIN1	50
ZBTB16	51
PRF1	52
VPS4A	53
PIP5K1B	54
IQCH	55
MADCAM1	56
KRTAP5-9	57
PIGP	58
HBQ1	59
ADCYAP1R1	60
REG3A	61
KCNA1	62
LIN7B	63
PRKCH	64
HIST1H3D	65
SULT1E1	66
IFRD2	67
ZNF696	68
MRPS33	69
HP	70
SYT12	71
IHH	72
HDAC2	73
APBB1IP	74
ZNF669	75
RHCG	76
DHCR24	77
NPVF	78
CDKN1B	79
CD83	80
MAP4K2	81
DLK2	82
ASH2L	83
GKN1	84
MTTP	85
CRYBG3	86
DLGAP5	87
COPS3	88
GDPD2	89
IL37	90
UBE2Z	91
PTPRM	92
RAB3A	93
BCAP31	94
CEBPG	95
SPINK5	96
REC8	97
MRPL40	98
CRCT1	99
TNNT1	100
x
	0198306-0000
AMHR2	1
FBXO46	2
CRYM	3
C1orf174	4
PRDX1	5
DCAF6	6
CARTPT	7
CHMP7	8
LRPAP1	9
ACTL7A	10
NFS1	11
BDKRB2	12
ZNHIT3	13
RRAGB	14
CLEC4E	15
UTP3	16
PHKA1	17
UBA6	18
MAMLD1	19
AMH	20
ETV4	21
RASL11B	22
KDM5C	23
TRAF1	24
RLN2	25
EEF1A2	26
RACGAP1	27
STOML2	28
CALML5	29
F2R	30
NKRF	31
ZNF227	32
AGTPBP1	33
GRAMD1C	34
TNKS2	35
BTN1A1	36
EEF1E1	37
ACTR1B	38
FOXD3	39
TCTA	40
OLFML2A	41
TMEM8B	42
APOBR	43
SNRPA	44
SMYD3	45
SLC6A1	46
MRPL16	47
BMP6	48
THAP1	49
N4BP3	50
DDX39B	51
HIVEP1	52
KIAA0754	53
FLVCR2	54
AMN	55
RGR	56
RNF141	57
ATP5B	58
CACNA2D1	59
KRT24	60
MAP2K1	61
BCL2L2	62
AAAS	63
SLPI	64
IFIT3	65
BAMBI	66
GK	67
COX16	68
FAM53C	69
PHF14	70
CCT6A	71
PARP12	72
TRANK1	73
S100B	74
GHRH	75
IL18BP	76
LIPF	77
SHC3	78
SPTBN5	79
IMPG2	80
MYOZ1	81
MITF	82
PRLH	83
ZNF143	84
DSP	85
NR0B2	86
TIPRL	87
TSG101	88
PPA2	89
FAM173A	90
VAMP7	91
CDH7	92
ZNF580	93
IGFBP1	94
PLEKHM2	95
ZNF500	96
SLC28A1	97
ZXDB	98
PRKAG1	99
CD244	100
x
	0225151-0000
DBH	1
KIAA0895	2
CLK4	3
RALY	4
SLC1A6	5
CNDP2	6
CRX	7
PAFAH1B3	8
ABHD10	9
TMEM242	10
USP25	11
NCAM2	12
CCNO	13
ERMP1	14
PLSCR2	15
LRP1B	16
GFM1	17
COPG1	18
IFIT2	19
C2orf28	20
STRN4	21
NKX6-1	22
TPD52L2	23
KIAA1462	24
ZDHHC8P1	25
ZNF695	26
GCKR	27
HSPB1	28
TMEM8B	29
ARID3B	30
TRIM5	31
DNMT3L	32
SLC29A3	33
IGHV5-78	34
SCNN1B	35
RRN3	36
HTR1F	37
GTF3C2	38
MAD2L1BP	39
DDB1	40
HLA-DRB6	41
PAGE4	42
FAM188A	43
IRAK1	44
ERCC8	45
HBE1	46
TSPAN12	47
BTBD3	48
PCDHB11	49
OTUB2	50
MFHAS1	51
WDR25	52
EFHC1	53
GUCY1B2	54
ERC2	55
HAX1	56
TOMM34	57
ABCC2	58
CCR10	59
RSAD1	60
KLK6	61
TGIF1	62
LILRB4	63
RNASE1	64
PTPRS	65
GALR3	66
ATP13A2	67
APOH	68
PSMB8	69
KRTAP5-9	70
CEMP1	71
ETF1	72
TTC21B	73
KIAA0907	74
KLRF1	75
ZNF117	76
FAM131A	77
TAS2R13	78
RANGRF	79
METRN	80
FZD2	81
CTRC	82
HIST1H3D	83
FGL2	84
S100A9	85
UBE2C	86
HIST1H1D	87
C17orf85	88
CDX4	89
NPTN	90
TUBB1	91
PANX1	92
USP16	93
CDK12	94
PLP2	95
PVRL3	96
AFF4	97
RECK	98
PIN1	99
CBX7	100
x
	0297417-0002B
WBSCR22	1
CHD8	2
MXD1	3
SUN2	4
ARMCX5	5
TRIM52	6
HIST1H3D	7
UBQLN2	8
MATK	9
APOC3	10
PLEKHA2	11
SETBP1	12
IRAK4	13
KDR	14
APLP1	15
POLR1D	16
LRRC48	17
SPATA20	18
FBXL2	19
PNPO	20
GRIN2A	21
POLD3	22
BNIP3	23
TMEM132A	24
PPP2R2A	25
ZNF384	26
ATXN7L1	27
IL6	28
SMO	29
GDF9	30
RPL22	31
PSMD2	32
FBXL4	33
BLNK	34
ITGAV	35
RHCG	36
MTMR11	37
GTF2H2C	38
CD81	39
VHL	40
GRIA4	41
RASSF9	42
CD5	43
PSTPIP2	44
FAN1	45
SYT2	46
STEAP3	47
SLC6A7	48
RPS6	49
FILIP1L	50
ASNS	51
PCNAP3	52
GJA3	53
PRLH	54
GADD45G	55
IL22RA1	56
C17orf62	57
OMP	58
SDR39U1	59
IMPA2	60
MAGEC2	61
BET1L	62
PAX9	63
ING2	64
MAN2B1	65
OXSR1	66
SLC30A3	67
C22orf26	68
CDKL3	69
COPS7A	70
C6orf130	71
ASNA1	72
ADAMDEC1	73
PIK3R5	74
PSEN2	75
SMARCD2	76
CCNL1	77
ZG16	78
HCN4	79
POM121	80
B3GALT1	81
S100A9	82
ECSIT	83
PPWD1	84
CBLN1	85
ST8SIA1	86
METTL9	87
MCOLN1	88
EMD	89
CRCT1	90
PRB3	91
HIST1H4G	92
TAOK3	93
RBM12B	94
FAM82B	95
TGFB3	96
HSPA1A	97
GALE	98
PPIP5K1	99
CBS	100
x
	0316684-0000
OXSR1	1
MMP27	2
MARCH8	3
RASL11B	4
NEU1	5
PPIAP21	6
ENTPD6	7
DZANK1	8
FBP1	9
CHD8	10
NDUFB7	11
C15orf38	12
PLEKHA4	13
VILL	14
CROT	15
SLAMF1	16
IGHV3-21	17
PLS1	18
SH3BGRL3	19
PKD2L2	20
AKAP5	21
SLC6A1	22
RIN2	23
CNTFR	24
DRD4	25
ADRB2	26
EFHC1	27
RPS6KA3	28
RNF186	29
MYH3	30
PROL1	31
EGLN2	32
GP1BA	33
IFT20	34
USP10	35
GABRB3	36
DOLK	37
ERC2	38
MCOLN1	39
CATSPERB	40
ATP5A1	41
NCALD	42
NDNF	43
RPL27AP	44
FAM131B	45
MYO5C	46
MDM4	47
TNS4	48
GATA6	49
MEIS2	50
GOT1	51
SLC25A22	52
TINF2	53
PCDHA10	54
ODC1	55
ATP6V0B	56
ZKSCAN3	57
C16orf70	58
HLA-DMA	59
SNAI2	60
RNMTL1	61
IL13RA2	62
CYP39A1	63
COL6A3	64
YIPF3	65
SLC43A1	66
APOBEC3F	67
MTMR12	68
IGSF1	69
KRT35	70
UHRF1BP1L	71
FAM189A2	72
NDUFA1	73
SEMA6C	74
IRS1	75
CD5L	76
SBNO1	77
VPS54	78
ANKRA2	79
BTN1A1	80
MFSD6	81
BTK	82
TMEM111	83
CHRDL1	84
NRBP1	85
TBXAS1	86
ATP6V1B2	87
SLC46A3	88
SLC3A2	89
NDOR1	90
HLX	91
ARHGEF1	92
DIXDC1	93
HARS	94
HLTF	95
ZC3H11A	96
KCNE2	97
GIP	98
PYCARD	99
SLC6A16	100
x
	0317956-0000
SEMA6C	1
SREK1	2
MTTP	3
NAT9	4
APOD	5
AP3S2	6
WRN	7
ODF2	8
SHOX	9
RABEPK	10
LRRC59	11
GABRR2	12
GPNMB	13
KIAA0247	14
HYOU1	15
POU4F2	16
DNAJC15	17
SAA3P	18
PCBD1	19
KRT18P50	20
HOXB1	21
IFRD2	22
CDKL1	23
P2RX1	24
CDK5R2	25
TAAR3	26
COBL	27
DENND4B	28
GSTA3	29
CLTC	30
MYO1D	31
ISOC1	32
YTHDC1	33
ZNF682	34
RBM23	35
GNPDA1	36
MAST3	37
QPCTL	38
TOB1	39
SPACA1	40
SSTR4	41
C15orf2	42
C11orf57	43
TPPP	44
CYorf17	45
PPIL6	46
TXNL4B	47
RGR	48
IFI6	49
MKNK2	50
TIPRL	51
JUP	52
EFHD2	53
LBX1	54
TMX2	55
CNBP	56
FMO4	57
KCNC3	58
ERBB2IP	59
RPL37	60
CYB5R3	61
F10	62
PRX	63
SAYSD1	64
HBQ1	65
TAAR2	66
ATP8B4	67
ASPN	68
GDF11	69
MOCS2	70
KAL1	71
PRODH	72
CHST11	73
C20orf7	74
MBL1P	75
GABARAPL1	76
HSPB6	77
FOXN1	78
STRN4	79
DNAJC1	80
GCNT3	81
SLC5A6	82
IGFBP1	83
ACTN4	84
PLA2G2D	85
NDUFB11	86
CCBL1	87
TRAF6	88
PROSER1	89
RFXAP	90
DSCAM	91
KEAP1	92
KIF15	93
GSTM3	94
ADRA1B	95
NUDT15	96
ZNF141	97
ADRM1	98
RUSC1	99
RCAN2	100
x
	1,4-chrysenequinone
GRAMD1C	1
NECAP2	2
DNAJB1	3
TDP2	4
LHX1	5
KCNK12	6
CST2	7
C16orf71	8
FBLN2	9
MT1E	10
IRF2BP1	11
CD244	12
DIXDC1	13
SLC25A13	14
EHHADH	15
CLK1	16
HYI	17
SEMA3E	18
YOD1	19
NGFRAP1	20
GAPDHS	21
LIF	22
VAV1	23
ETV3	24
TLN1	25
KANSL1L	26
FAM206A	27
CALCOCO1	28
SCN7A	29
NR4A2	30
PDZD2	31
HCRTR2	32
NDUFA4L2	33
COPE	34
CXCL11	35
ARHGDIB	36
CLEC10A	37
DNAJC1	38
FAM59A	39
HSP90AB1	40
NEMF	41
CYP2A6	42
HIST1H2BB	43
C22orf26	44
SPIN2A	45
SPINK4	46
TECTA	47
SALL1	48
ASIC4	49
NECAB3	50
FAM86A	51
CES1P1	52
ZFYVE16	53
SIL1	54
ORM2	55
CBS	56
UBC	57
SPINT1	58
RDH8	59
ZPBP	60
AP1G1	61
HLA-DPB1	62
HOXD10	63
GCNT4	64
PLCH2	65
TULP1	66
SBNO1	67
CTC1	68
EPHA1	69
ENAH	70
AKAP8L	71
TK1	72
FBXO46	73
C1orf159	74
MOCS2	75
ARID5A	76
UBTD1	77
MXD1	78
PHLDA2	79
CYP19A1	80
SARS	81
KCNA3	82
TEX2	83
CCNB2	84
CORO1C	85
SPINK2	86
PTMAP1	87
KIAA0125	88
MYO1A	89
MYBBP1A	90
C3orf52	91
KCNK7	92
MTOR	93
UNC119	94
DNAJB4	95.5
MED9	95.5
PCDHGA10	97
MRPL24	98
CTNNB1	99
ABCD3	100
x
	1,5-isoquinolinediol
EFNB1	1
C19orf53	2
BAMBI	3
TMSB4Y	4
SOX18	5
ARL2BP	6
PPYR1	7
CCDC94	8
SENP7	9
FOXM1	10
HSD17B4	11
GRM4	12
AP3B2	13
CLCA1	14
IGJ	15
ZNF253	16
RSF1	17
HSD3B2	18
NEDD8	19
FOXH1	20
KIAA0922	21
PPP1R26	22
NPVF	23
FAM92A1	24
TBC1D29	25
ST6GALNAC5	26
INPP5A	27
PCDHA3	28
TST	29
ALX4	30
SDS	31
CTR9	32
ABL1	33
JAK1	34
RTN3	35
CAMTA2	36
ZBTB44	37
OR1F2P	38
KCNJ10	39
HNRNPH2	40
PAX9	41
CD24P4	42
ANAPC2	43
TRAPPC2	44
RAB8A	45
OAZ3	46
SLC12A6	47
SLC35A5	48
GUCY1B2	49
GGH	50
TPRA1	51
MAGED2	52
HIST1H2BE	53
DNMBP	54
OR1A2	55
CES3	56
KIAA0196	57
ERO1LB	58
CACNA2D1	59
GLI1	60
ZC2HC1A	61
ZNF544	62
ZNF667	63
SLC5A1	64
PIGK	65
CAMKMT	66
UBA2	67
FAM96B	68
GAN	69
ATF7IP2	70
DRD5	71
CAPN1	72
EIF3L	73
TAF6	74
SERPINA5	75
HLA-DQA1	76
STX1A	77
BNIP3	78
PKD2L1	79
ECHDC1	80
ATHL1	81
C1orf112	82
PCDHA5	83
SFT2D2	84
SEMA7A	85
ALG5	86
SIGLEC5	87
OSGEPL1	88
CLPP	89
MARCKSL1	90
BFAR	91
NPHS2	92
ZNF571	93
HOXB8	94
TFB2M	95
C20orf4	96
AKR1B10	97
PRR5L	98
NES	99
PNRC1	100
x
	10-methoxyharmalan
PAFAH1B3	1
ARF1P1	2
ZNF141	3
TENC1	4
DDX6	5
PRR5L	6
FAM118A	7
PLS1	8
AMIGO2	9
ZNF493	10
PGM5	11
PCYOX1L	12
GALR3	13
SGPP1	14
HADHAP1	15
KCNS3	16
HOXD9	17
TM7SF2	18
DNMBP	19
LAX1	20
CCR3	21
SIK1	22
ITGA5	23
HSPBAP1	24
MEPCE	25
VTI1B	26
