x
	(+)-chelidonine
ZNF549	11728
SEC16A	11729
POPDC2	11730
CD34	11731
ELMO3	11732
MDFI	11733
TSKU	11734
PPP1R17	11735
RAB25	11736
PDZK1IP1	11737
GJB5	11738
SLC5A5	11739
EZH2	11740
ARHGAP10	11741
EFHD1	11742
CSTB	11743
TTLL12	11744
MYEF2	11745
MSANTD2	11746
CYCSP33	11747
NFKBIL1	11748
LRRC40	11749
NKX2-8	11750
MON1B	11751
C11orf1	11752
DOCK5	11753
KIF20A	11754
MMP20	11755
DPAGT1	11756
CSF2	11757
ZFP37	11758
RFPL2	11759
SRY	11760
DSCAM	11761
TBX21	11762
CTF1	11763
NUP107	11764
CDK8	11765
TXNRD1	11766
NAP1L4	11767
SNX16	11768
MCCC1	11769
RPP30	11770
PYGM	11771
PSPC1	11772
NR0B2	11773
BARD1	11774
DNMT3L	11775
SLC5A2	11776
LRRC20	11777
GDF3	11778
ZXDC	11779
CHMP7	11780
SHMT1	11781
AGPAT5	11782
REL	11783
BST2	11784
RIC8B	11785
EXOC2	11786
SH2B2	11787
EFNA4	11788
TNNC2	11789
GBE1	11790
SLC35E2B	11791
CHEK2	11792
FHOD1	11793
ASGR2	11794
KRT12	11795
TRIM58	11796
C8orf4	11797
HS1BP3	11798
FAM70A	11799
DMXL1	11800
TAF5	11801
PTRH2	11802
PTGES3	11803
TAF11	11804
SH3GL2	11805
WT1-AS	11806
ESRRA	11807
GCKR	11808
SULT4A1	11809
SOX12	11810
DPY19L1	11811
PTPRN	11812
PIPOX	11813
UGP2	11814
TUBA1A	11815
SIDT1	11816
SHH	11817
GMPPA	11818
C10orf81	11819
ERMAP	11820
COL6A3	11821
PRR15L	11822
PDZD7	11823
SETD3	11824
GABRR1	11825
ELANE	11826
WNT1	11827
CRYM	11828
PSMD2	11829
GOLGA8A	11830
TNFSF9	11831
POLR3K	11832
LGALS2	11833
FTSJD2	11834
CPSF7	11835
DNAJA2	11836
FAAH	11837
ZXDB	11838
ETNK2	11839
SERPINA6	11840
AFP	11841
LRIG2	11842
SLC14A1	11843
SLCO1B1	11844
PANX1	11845
COPE	11846
NOTCH1	11847
PMVK	11848
TTLL1	11849
MORN1	11850
YIPF3	11851
ZNF143	11852
PCDHB13	11853
MAGOHB	11854
TIMM10	11855
ATP6V1B2	11856
LEMD3	11857
MARCKSL1	11858
HOXC13	11859
C8orf39	11860
MTHFD2	11861
AKAP12	11862
PBK	11863
x
	0173570-0000
RWDD1	11664
AVPI1	11665
S100G	11666
PAIP1	11667
YIF1A	11668
CCP110	11669
VILL	11670
FASTK	11671
MFSD6	11672
ALG12	11673
NOP2	11674
PTPRM	11675
GALR1	11676
UGT2B4	11677
PRRC1	11678
RNF38	11679
RPL36	11680
RBMY2FP	11681
SGTA	11682
PTTG1	11683
KRT37	11684
HESX1	11685
PTGES3	11686
CD244	11687
TRIT1	11688
TBK1	11689
IFT57	11690
GALK1	11691
SFXN1	11692
NAP1L2	11693
SIX6	11694
WRAP73	11695
DHRS7	11696
PPP1CC	11697
SOLH	11698
S100A12	11699
KCNS1	11700
HK1	11701
SNAI2	11702
SAMSN1	11703
IL33	11704
C9orf91	11705
OR12D3	11706
DIXDC1	11707
ZCWPW1	11708
MRPL18	11709
ZNF273	11710
C17orf81	11711
TRPS1	11712
FBXO34	11713
ZNF442	11714
LTA4H	11715
MYL3	11716
SECTM1	11717
DYNLT3	11718
RAB17	11719
C3orf37	11720
PSMD14	11721
CD4	11722
GTPBP10	11723
CYC1	11724
KCNJ6	11725
TXLNA	11726
CHI3L2	11727
CDH22	11728
C1orf112	11729
HPCA	11730
NAT1	11731
CD101	11732
CECR5	11733
ZDHHC4	11734
GCC2	11735
CFHR5	11736
FLT3	11737
BATF3	11738
PRKCD	11739
RGS20	11740
DYNC1H1	11741
MSH2	11742
FCER1G	11743
IPP	11744
SIK1	11745
C15orf24	11746
C16orf71	11747
PANK4	11748
OXA1L	11749
HDHD1	11750
HIST3H3	11751
TM4SF20	11752
KCNF1	11753
PRPS1L1	11754
GPR12	11755
GLTPD1	11756
CAV2	11757
GPR35	11758
HEXIM1	11759
ZNF211	11760
REEP4	11761
GK2	11762
HHLA2	11763
PCOLCE	11764
KRT4	11765
STOML2	11766
TNN	11767
DNAH2	11768
COCH	11769
GFOD1	11770
LILRA5	11771
RSU1	11772
GLB1	11773
IL23A	11774
TBC1D15	11775
OR2B2	11776
TNFSF12	11777
FSHB	11778
DHX40	11779
MVD	11780
CDX2	11781
C12orf39	11782
HOXB13	11783
HIST1H4B	11784
GLB1L2	11785
SLC30A9	11786
WNT6	11787
SMG9	11788
SPECC1L	11789
APOBEC1	11790
GPR85	11791
SLC15A1	11792
C1orf159	11793
TRAPPC6A	11794
CTC1	11795
ZHX2	11796
OR7A17	11797
IL13RA2	11798
FASTKD3	11799
POU3F2	11800
PLS3	11801
NUDT9	11802
BAHD1	11803
SCML2	11804
MMP13	11805
TBRG4	11806
CAV3	11807
KRT13	11808
EHHADH	11809
TASP1	11810
ZXDC	11811
ZMIZ1	11812
CHEK2	11813
ZBTB7B	11814
MAP4K4	11815
