x
	(+)-chelidonine
TRPM6	3688
BTNL2	7163
ZMYND10	3464
NDUFS2	6416
MFSD9	3933.5
SEPT10	3707
KCNA3	7139
H2AFY	7110.5
CCT2	6563
ASCL1	6400
NEURL	6287
UBFD1	3423
PRRC2B	6918
SEC14L5	5971
CPB1	8185.5
EFEMP2	4766
TLK1	7321
PAEP	8524.5
HSPA1B	7444
ADH6	6462
PHF7	7769
PDGFA	4569
ZNF426	7230
UBE2K	7103
PPAT	8106
SLC25A20	8702
LARGE	3664
TNFAIP2	8797
CDH18	8196
KLHDC3	8415
SYNGR1	8861
OR12D3	3425
EHD4	5755
TGIF2	7066
HOXA6	3369
NUDT15	7158
OAT	8333
DUSP11	4595
TRIM2	5665
SUB1	7514
ALCAM	3068
CD2	3249
MTHFD1	8673
IKZF1	3660
DOK4	4711
x
	(+)-isoprenaline
DHX16	4991
SEMA3C	5582.5
TNFRSF10C	3832
ADAP2	7154
SCAF11	5222
ZBTB6	8032
SPHK1	3676
FBXO34	5242
BCORL1	8690
ZNF614	4522
SLC13A3	4997
MAP4K1	5715
GTF2F1	3751
SLC39A9	3981
C9orf116	5255.5
KLHL1	8014
MCM4	8412
NDST1	4006
RMND1	3437
ODZ1	6936.5
CHRNB2	5455
NUDCD3	6501.5
GPR110	7203
MED13L	5355.5
EFHC2	7143
OPRM1	7221
RWDD2A	6368
CELP	4440
ARFGAP1	3162
PPAN	5658
THOC7	8351
TTTY14	3450
TBC1D12	3866
GLOD4	3771
KLF8	5878
PAM	3156
STRN3	6044
GP6	6301
PPAP2B	6968
NR6A1	3660
SAR1A	3042
SERPINF2	8262
APOA4	6058
UVRAG	5445
GPR3	4087
PYGM	8586
SOX11	7071
OR12D2	8628
PPAT	4288
XYLT2	5868
HMGB1P12	8707
PSMC3IP	5544
ITGA9	6884
TCEAL2	6023
CYLD	5233
TMOD2	6224
KDELR1	8773
LY6G6C	3105
IFITM1	7519
HRASLS	3081
CSF1	8279
ZNF12	7397
PAX4	5328
APLP2	4968
CNPY3	8446
TRAF3	8700
CPSF1	4289
ERLIN1	7953
CDK8	6945
RAB36	6175
PPP3CC	5435
ARPC4	7345
GZMH	4199
KRT5	8251
VAMP1	6133
CCL19	7167
PPP2R5B	7788
APEX2	8046
OXT	4250
PRLR	4957
TARDBPP1	8553
ACP6	3794.5
CCDC90B	5113
GPR135	7655
TBX5	5349
FMNL1	8020
PCDHA2	5247
TNPO1	6013
SIRT3	7336
DUSP12	4344
PRDX3	8722
CPPED1	4243
NCSTN	5370
ZMAT4	3428
GABRG3	8829
EEF1D	4888
ASCL1	5434
MUTYH	8040
PRDX6	5750.5
MMP28	3823
COL3A1	5701.5
SLC5A4	4427
SLC34A1	6803
NCKAP1L	8273
DPP4	4627.5
GLUL	8546
PFKL	5797.5
GALNT11	5820
ORM1	3167
OPCML	8510
WWP2	5067
STARD13	3893
RNFT2	5159
HEMK1	8124
FAM189A2	4636
UCHL5	8093.5
CACNG1	6768
FRAS1	7785
PDGFRA	3062
MYLK	8391.5
ACTR5	7530
KIR2DS4	4770
AZIN1	6262
STK10	5812
SIPA1L3	5701.5
SRSF8	7531
SSX2IP	7057
PDIA3	3910
PRSS16	7114
ATG4A	4203
MGA	3234
NPTX1	6695.5
AK5	6552
ENO3	6668
SLC6A8	8660
TMEM47	6237
ERGIC3	7136
SLC16A4	3584
NFKBIA	4460
IVNS1ABP	4393.5
RPS6KA2	8165
SPC25	7933
ELN	7472
CLC	6417.5
SLC12A4	8863
KLHDC10	8657
SPINK2	3473
GDE1	3486
VPS16	5809.5
TBC1D4	7805
MEF2A	6817
UCK2	5074
CLU	6905
GLI3	4644
MAP3K14	3546.5
EXT1	7651
MAP7	4900
MNT	3325
FDFT1	7855
RPLP2P1	3533
NPAS3	5902
BNIP1	6512
SETD4	5731.5
PPPDE2	6659
HIP1	7047
PNKP	7649
DAPK2	5115.5
AGA	5667
TRAPPC10	7461
RALBP1	4747
SEC23B	7946
FDPS	4662
PDGFB	4650
RAE1	4943.5
CCT8	4029
NUP188	6609.5
SPSB3	4616
TRAM1	3838
SEPT11	8303
CYB5R2	3826
LILRB2	6888.5
ASS1	3605
PDGFC	4175
RNF141	4840
SDPR	4625
RBBP6	7457.5
PCSK1N	5486
CAMP	3971
ZFHX3	8721
RRAS2	4130
CASC1	5213
TUBGCP4	7297
WNT3	5428
GPATCH8	6564
ARPP19	8212
FMO6P	4506
LATS1	5458
EXTL2	4841
AMHR2	5922
ARFGEF2	7145
x
	(+/-)-catechin
FGF7	7956
GPR37L1	5919
TMEM176B	4239
FDPSP5	3715
FAM125B	6269
POMT1	3565
FAM174B	6271
RABGAP1	4287
C8orf17	3591
GALNT7	3579
PTPN9	8574
KCNQ1	3801.5
ADAM17	6959
DIDO1	3496
SULT2B1	8423
SERPINB6	5452
C18orf1	3849
SART1	7150
COL1A2	6512
HMBS	6032
ATP5D	4212
AKAP1	5512.5
CCT8L2	6260
TTTY14	5260
CCDC85B	4100
MMP28	5560
GSS	7383
HEMK1	3099
NDUFB3	7369
PPEF2	8502
TPGS2	7232
KRT1	5571
EPB41L2	6244.5
DMWD	4243
BTBD1	5635
EPHA3	7356
SCT	3743
DAZAP2	7032
SLC5A1	6977
MED1	3098
EIF4G3	8300.5
PDE4DIP	6407
TMEM183A	4346
BIRC7	3033
HSPH1	7444.5
KCNQ1DN	3608
FOLR2	5679.5
TTC13	3121
MIS18BP1	5959
PPARGC1A	4968.5
KLK1	3844
C9orf133	4965
NRP1	3923
ZDHHC7	5579
RNASE3	6705
PAX2	5488
POU1F1	6912
ARID5A	8069
ACTG1	4745
MRPL33	7882
SOX9	4625
TCF21	6087.5
CDCA3	8430
VSIG10	5491.5
CARD14	7423
TSPYL5	6991
RYR1	4023
ZSCAN12	8034
IGHV1-69	5002
MYO5A	8517
NCF2	7909
RRP12	8424
TTC37	8660
SLCO5A1	8696
INSIG1	5625
TRAM1	8619
HNF1A	8047.5
BCAN	7644
COX11	8087
ASPN	8653
CDKN1A	7668.5
PRSS1	7921
NFIB	6427
AATF	7951
LECT1	8773
SLC8A1	8735
PLXNA1	4454
RBPJ	8807
BTRC	3479
PDSS2	7407
SMARCC2	5237.5
NUP160	8065
ATP2C1	6692
CELP	4855
GPD1	6650
MYH14	7235.5
XRCC4	7706
CACNG1	7079
JRKL	8818
TM7SF4	5036
LZTS1	5151
DOCK5	4725
HABP2	3724
RNF114	3707
PTCH1	7641
ZKSCAN1	6369
GLRA3	4895
SOCS5	7534
P2RX3	5386
SLC7A11	4710
DSCR4	8637
LTBP1	7811
STRAP	5171
TCOF1	6205.5
SGPL1	4848
PPP1R2P9	6104
PPIF	4682.5
GKN1	7750
LYPD1	6685
DYNC2H1	3978
PPP2R5B	3697.5
TMCC2	3771
ADCK2	8211.5
PHYH	7384
ATP1A1	3484
SLC10A3	3211
NXF3	7039
DUSP7	4629
RTN4	7313
KRT32	5862
RSL1D1	3601.5
RPS20P22	4285
CD2	3032
PGAP3	3589
RGS19	5424
CBFB	4480
CREB3L2	6532.5
IDS	6584
SCN3B	4476
SEPT8	4526
TMEM97	8569
JMJD6	4054
KDM4A	7464
KIF3C	6828
ADCY2	7051
CLIC4	4120
SNF8	7059
CUTA	4976
KDELR2	7218
KIAA0368	5811
TBP	7246
ABCC4	6288.5
PTPRCAP	3964
MLX	6642
PTPN1	6392
ATRN	4415
AGTPBP1	6993
ABCC3	6964
ZMAT4	3353
PFKFB2	5110.5
GRSF1	8346
IL1R1	4717.5
COX6B1	5724
MRTO4	3225
CAPN1	8192
EFNA3	4141
YPEL5	3231
PKD1	4589
CAMSAP1	4753
L3MBTL1	4358
VAMP3	4299
HHLA3	4898
PAPPA2	5863
TRPC3	7599
LRP2	3491
CEACAM7	4460
DLAT	7443
ERG	4137
HECA	6329
EPHB2	4765
HEATR2	4826
RAD51D	3363
SF1	4041
CHRNA6	4444
PDZRN4	8257
C8G	6214
TSC22D2	4545.5
CLSTN3	4416
ZCCHC14	6990
MTA2	6074.5
ZNF222	4177
NPAS1	5725
TNFRSF9	5296
SATB2	7707
LTN1	6489
DCTN5	3521
PLD3	5365
AZIN1	4149
SOX13	4626.5
CEP85	6978
x
	(-)-MK-801
ATP1B1	6317
S100A1	3027
KIF21B	7254.5
PDHA2	6692
VCPIP1	6997
EMP2	6060
LY6E	7990
ERCC5	6772
FAM3A	5195
MTERFD1	8731
NFKB2	3050
ZNF335	3573
GCG	3083
PLEKHG3	8778
GUF1	6896
ZNF573	6678
PKN2	7195
PPP2R5C	7727
PDC	3052
CDH16	7941
GAB1	6369.5
CHRNA2	4668
RNF114	8027
TTLL5	6390
SLC1A7	8074
LILRA4	8372
ANO10	6870
PANK3	5891
TEX11	5963
GRIA1	3319
RAB3A	4141
ENO1	8136
RHOBTB3	8064
UBE3A	6666
LAP3	3347
FAM212B	6216
GPR39	5918
STAG3	7012.5
PHLPP1	7902
IGF1	4053
CIAO1	8545
RPL22P22	3802
L1TD1	7155
PLA1A	5142
SAMD4A	3530
TMEM194A	5073
MPDU1	8104
PTPRT	5345
MARCH3	3765.5
CCT8L2	8234
SFSWAP	8552
KAT5	8625
CCL23	4862
HBS1L	4640
KCNQ1	3559
FAIM3	5704
PPP2R5A	3518
RNF4	7707
LHPP	5748
PLAUR	7659
CMAHP	5418
RHOBTB1	5579
KIF14	6034
MIR548N	7780
DNM3	3418
TBX2	6618
SP110	7268
FAM162A	7057.5
RAB21	6360
FAM190B	6755
RIMBP2	5512
MBD3	5549
FABP7	3872
TIMM23	4909
TGM4	4840
DNAH17	6604
SH3GLB1	4914
GIF	3847
NCBP1	8223
BDNF	5682
TIMM22	3073
PIAS4	7869
ADRA1D	4414
CETN3	8067
ADCYAP1R1	8077
CALCB	6331
DLX5	7238
ARPC2	5638
URGCP	8360
AKAP4	4119.5
CTBS	8253
MMP27	8436
UFM1	8839
C6orf62	5196
RPS5	7818
POLM	5051
FBN2	4659.5
BBOX1	7970
ITGA2B	4061
SUMO1P2	4878
PPPDE1	3448
KRT15	8811
PLA2G6	4990
UQCR10	5444
COL4A5	4735
UCHL1	3202.5
PXMP4	4817
ADRB2	6770
EHMT2	4826.5
P4HTM	8442
MFAP3L	6173
AURKA	3266
CPT1A	6217
HRK	4559
PLP2	5442
GNAT1	4076
MDM4	4199
MMACHC	7581
CEP68	7193.5
HIRA	6540
B4GALT6	5367
UBBP2	3520
PPEF2	3081
IL7	6929
TRMU	7627
PML	8207
PIN4	4126
CYP4F2	5247
AGAP1	7380
SLC19A1	6797
PIGV	6624
TRPV4	6753
EIF3L	3439
HSPH1	4336
PARP16	3891
TTF1	5978
SLC22A6	4793.5
OSBPL8	3164
VCP	5160
CASR	6170
FLI1	8706
HIST1H4B	6061
FAM20B	8245
E2F3	8650
CUL7	5348.5
CSRP3	6653
MTMR3	5394
CKAP4	8423
QRICH1	6308
IL21	6856
BCLAF1	5319
GZMA	5240
GCM2	8753
SMPD1	6036
WDR25	3134
TFPI2	8727
EXOC3	4931
CLDN16	6211
NOX4	7775.5
PTPN7	4137
TBC1D22A	6631
AIM1L	5798
CAMKK2	5662
PIN1	3407
RAB3IL1	6931
NCSTN	3710
MXD4	6482
KCNK2	6048
ATXN7L3B	7033
EIF4G1	8156
OGDHL	3779
SLC52A1	6334
DKK4	4815
TMEM187	4212
CDH6	3069.5
FAM169A	6017
RAVER2	7438
S1PR1	4539.5
PCNP	6760
ATP8B1	7556
C10orf137	6073
PDE4DIP	3310
IFI16	5720
MUSK	3669
ZNF638	7203
SOCS1	6765
ENPEP	4047
TUBB2B	8745
NEUROG1	3618
FAM96B	4712.5
RNF6	8664
OSTF1	5940
AXL	4739
ZDHHC14	8686
COLEC10	8538
INPP4A	4483
TMEM63A	3885
IDS	5466
PDK3	6728
LYST	8509
x
	(-)-atenolol
TSEN34	8247.5
KDM1A	7544
UBQLN3	3954
PPAP2A	7959
TREML2	5067
PKP2	4556.5
TRIM2	4265
BAZ2A	5100
RAB1A	5104
RGS14	4148
MTTP	6584.5
PCNAP3	8309
PINK1	8724
MAGEC2	8335
RNF208	3257.5
EFEMP2	5523
SATB2	7956
MXI1	5391
RIPK1	8774
DDC	4032
CCNE2	4288
CNKSR1	7407
ARSE	7273
MCF2	6323
CRH	3922
ANXA2P2	3409
CCBL2	3033
ZFHX4	5769
GLI1	6333
TRRAP	3323
FAM175B	7459
CHMP2B	7992
PSAP	6373
NPEPPS	7118
IL36A	4231
PCYT1A	4883
RPA2	4537
TUBA3C	4894
GOLGA1	5485
GP2	3320
MCRS1	7233
RNF123	3921
TAPBPL	8760
FAM46C	6504
LIMCH1	3528
CTNND1	8379.5
TTBK2	4042
THOC2	4457
MARS	8659
TMX1	4895
TESPA1	3116
UGT2B17	4804
HIF3A	3121
KCNJ12	3634
FBXO38	5055
GLUD2	3969
CASQ1	5940
TFDP1	7127.5
TRAIP	5449
C19orf42	6390
PGRMC1	8332.5
DNAJB12	5840.5
CYLC2	3499
PDC	8096
SLC38A4	7562
LMCD1	6800
TIGD1L	5745
FRMD1	4076.5
HLA-F	6120
TACSTD2	7758
SCAMP5	5366
G3BP2	7391
B3GNT2	4818
RTN2	7940
KIAA1797	5466
CCDC88A	5851
COL3A1	4327
MAP2K7	5174
GPR116	6893
ZNF200	6363
TBX5	8001
C5orf45	8460
C1orf35	7925.5
PPP3R1	6708
RPA4	7746
TRIM10	3943
CBFA2T3	4754
FTSJ1	4472
YWHAB	5506
TNFAIP1	3393
VAV2	8612
BAZ1B	7201
SHANK2	3750.5
TGDS	5407
SH2D1A	3191
CACNA1I	3325
NUP62	5289
CHERP	6282
TNFRSF10D	5447
SIGMAR1	6347
ZFP36L1	6477
WWP2	4155.5
GYPA	3683
TWF1	6340
OR2H2	3367
PRPF31	6376
CREBL2	8491.5
ARPP21	6329
TRADD	5409
RNF126P1	8446
COL8A2	4496
SEMA3D	4712
APOE	5789
NOTCH2NL	8824
MRPL28	7604
ZNF528	7975
ENTPD6	6653
STOM	7032
PRDM10	6961
BEST2	8220
C1orf54	5137
ZNF434	3748
RRM2	7507
DBI	4462.5
CYP3A4	6963
PANK2	4842
EXOC7	3914
RMND5B	4355
WDR1	6380
CCNL1	5592
MINK1	5868
KIAA1609	3552.5
CPNE7	4659
BRSK2	5565
S1PR1	6410
STAT2	4524
DCTD	6233
INSIG2	3107
WTAP	7616
PSMC3IP	5844
EHD2	3160
CYP2E1	4853
MYOZ2	3498
RWDD1	4757
CH25H	4379
GALNT8	7035
MSC	7008
GAL	6822
CDHR5	4034
MED17	8843
CIITA	6332
RAD9A	8174
PIP4K2A	5202
LUC7L3	7643
GNAL	4477
NOTCH1	8840
ANAPC5	5973
VIPR1	5619
M6PR	7641
C15orf44	8165.5
P2RX2	3238
AVPI1	8183
FKBP8	7162
PTK7	5222
C4orf6	4162
PRKAB2	8241
SRPX2	6067
ABCB8	3352
ACSL6	7498
BPIFA1	3784
UBE2B	6427
CASR	7123
PRLH	3850
PASK	5321.5
CELA3B	8275.5
MCAM	4621
DCN	5230
MARK4	8392
CREBBP	7491.5
WNT7A	8391
AMPH	7360
UBE2A	4836
APH1A	7248
EPS15P1	5306.5
SEC61A1	4237
SAR1A	5633
CLIC5	4593.5
GNG4	5543
C10orf26	4768
SPINLW1	4227
HOXB6	3764
RPN2	5731
SIX2	3329
MAP4K4	4550
BUB1	5087.5
TNPO3	6012.5
DHRS7	8072
INPP4A	4078
STARD7	4062
IL26	6839
x
	(-)-catechin
EDEM2	8590.5
C19orf60	3051.5
EPB49	6232
RRAD	4090.5
CD163	4419
GPR124	3389
ZMYM2	3985
POLR3G	8556.5
MYL5	4172.5
EIF4G1	7265
HIST1H2AB	4987
JARID2	4895
ERG	7409.5
SPSB1	3789
INPP4A	6817
B3GNT1	5155
FGF2	5751
TXNL4B	8758
ZNF362	7856
MYB	3737
XAB2	7158
B4GALT6	6691
INTS9	5988
DOK1	7203
VPS33B	8266
HLA-A	3116
ZNF239	4406
N4BP1	5629
PRDX3	7292
C1orf186	7852
C2CD2	5928
LAMA4	6263
IMMT	7681
BUB1B	7042
NAB1	4020
NTM	8523
SEPT7	8122
DIP2A	6526
SLIT2	3837
IFT52	4505
ACAP1	5466.5
RARRES1	7696
MRPL42	5821
S100A8	3756
PLCB3	5499.5
PHC3	5853
MYH2	6986
TNFRSF25	6613
TACR1	8074
VAV3	7383
FBXO21	5492
SLCO5A1	3164
LAS1L	6179
SYT12	3172
PDLIM4	4235
NUSAP1	7182
MMP8	4955
KDSR	3486
MARCKSL1	7513
PTGDS	5961.5
GAMT	8137
IRF5	8024
USF2	8526
ST13	4593
FXYD7	8790
FCN1	4492
RBM42	6708
NUDCD3	3002
KLF3	4222
FAM184A	8310
DNAJC1	8595
OR1F1	3993
CECR1	8213
WEE1	6972.5
OGDHL	4254
DEM1	7832.5
H3F3B	7984
RASA3	6765
CHAF1A	6877
RUFY3	5372
CIC	8160
CCKAR	4598.5
MMRN1	5772
ASCL2	8097
ALMS1	7970
GPC1	5575
NCR2	4445
RHAG	5802.5
TFB2M	3300
COL4A1	3644
MAGEA1	3039
TFDP2	7772.5
CXCL13	6709
PCK1	3949
STRN4	8468
CDKL3	8211
DHPS	7947
CORO1C	5443.5
TP53TG1	8443
SIGMAR1	5072
HIBCH	7951
BRPF1	7361
DOCK6	6564
ZNF44	4180
CLCN3	7001
ARHGAP6	5899
PSMD5	8226
GNRH1	5913
YOD1	3673
C19orf26	6019
STRA13	5299
PEX5L	4649
UBAP1	8481
TCEA2	6050.5
BICD2	4814
PLK2	5462
ABLIM3	8625
PLD1	3551
NOD1	5675
TM4SF5	8289
CHORDC1	4899
TTC28	6571
MGAT4C	7375
ABCF2	4128
ARHGEF4	7018.5
GZMH	4948
REL	3475
CREB3L1	4963.5
TRIM2	8278.5
SLC38A10	5105
DTL	6395
GABRA2	3979
SNIP1	7601
NFRKB	7678
SMARCA1	4848
SMAP1	5453
ZNF767	5393
LUC7L2	5293
APOM	4559
LRRC59	8796
TARDBP	8059
INHBB	4524.5
OVOL2	8744
CD59	5226
NDUFS7	6976
CSK	8520
NASP	8155
ITM2B	3338.5
ATP5G3	4132
NRXN3	7409.5
CDK17	7850
TADA3	8409.5
PTPRS	3081.5
KCNMA1	8087
NSDHL	5735
GRIK1	7051
GAR1	3598
PPP2R5B	4442
CDH17	6103
PCCB	5133
ZNF816	5002
DFNB31	6006
CAP1	7177.5
CTRB2	8259
NUDT15	3592.5
CDV3	8735
KHDRBS3	5159
USP36	6444
PHLDA2	5698.5
VASH2	7680
GABRA6	5831
CNPY2	6814
SDC3	6339
GPR17	3833.5
SLMO2	5390
CYP24A1	7381
CENPM	3157
LAG3	5694
JAG2	3431
POLR2K	8146
HOXD11	7380
EEF2	7004
GALNT3	3511
ALDOA	3708
DDX19A	4031
AQR	5022
SULT4A1	8676
EDN3	7913
SRI	8283
KCNAB2	6172
ZNF821	4625
REXO4	7625
RHOT1	3724
RALB	7126.5
C6orf120	7289
TREM2	7917
SLC1A7	8658
MTCH1	3252
LIM2	3559
NHLH2	6908
x
	(-)-isoprenaline
DDIT3	8391
SERPINB3	3386
MRPS14	8846
GHITM	5494
APOBEC3B	7231.5
GRM3	8484
SPO11	8306
TNC	4124
GLYAT	4871
TMEM223	4549
TGDS	5455
BAIAP2	3523
XRCC4	3617
DNAH3	4607.5
LCAT	3678
SLC25A5	8628
SLC35D1	6675
ZNF552	5460
CAPN6	7103.5
TPSG1	3512
ADRBK2	4287
RCBTB2	3427.5
FLNC	7489.5
SHANK2	6626
INVS	8075
NEB	7402
MME	7275
MPZL2	3542.5
SCAND2	7501
DIAPH2-AS1	6420.5
CHKA	6502
ANO2	7332.5
ETV7	4874
MPPE1	4757.5
ADH5	4959
ACTB	7071
ADGB	8089.5
GSDMD	5442
PPRC1	6123
TXNL4A	4394
PPP2CB	6650
API5	8539.5
PRKCDBP	8783.5
SCN2B	5788
MGAT5	5964
WFS1	3632
AP1M2	7620
SBNO1	8200
PARP2	4639
ACACA	7640
WDR3	6597
OPCML	6140
VWA5A	3528
MRPL20	7281
SSX5	7266
RNF43	4094
GPAA1	8465
IL5RA	8766
COX15	4120
MCC	8345
FLOT2	7022
PTPRN2	4073
DNAL4	3283.5
QARS	5179
MAP2K4	5833.5
AAK1	5195
CMAS	4674
C4orf19	4712
KRT9	3449
PMM1	4301
CEP250	3571
PLD3	8245.5
CD209	7446
PRSS3P3	3846
ASPHD1	7639
PTPRF	4771
GRB10	6489
LARP6	7421
CTBP2	5867
PAF1	7358
NAGPA	8855
SCN5A	8039
TP63	8266
MSH3	7711
SNX3	4732
YY1	6637
LRAT	7144
SH2B1	4284
PPP3R1	6445
XIAP	6970
ASCL1	4722
UPF1	7571
TAX1BP1	4246
ATP1B4	6735.5
KCNK5	6121
ISG15	7415
MAU2	5704
N4BP2L1	6495
DAB1	4206
ROR1	8543
CLTA	6506
SDPR	8009
KRT18	5583
CLASRP	3818
EMILIN1	8719
SLC18A3	7129
ANKLE2	4047.5
ARFRP1	5801
SCN7A	5683
KLHL24	4622
ALG5	3440
ZNF205	7833
TUBGCP4	5057
PRPF19	7130.5
MCTS1	7114
KIAA0319	5860
TRA2A	6417
ZBTB38	8534
CRYGB	5122
ARHGEF10L	7321
FBXW7	4501
GBA3	6866
MAP3K13	4982
RAB11FIP2	8409
RPP38	4611
TAF4	8011
OSBPL11	7395
NAT10	7467
NKRF	6578
TFF1	8070
KLF9	5547
DCTN5	4989
IFT88	3150.5
GPC5	7236
CEP152	7756
RPL31	4472
SRP72	8815
FOS	6847
SMTN	7643
UBFD1	7513
SNX10	7109
PPP3CB	8340
DOCK10	5423
C1orf106	5631
DGCR8	5439
GPR27	7892
OGFOD1	3625
IL36G	3247
ZFP36L2	6698
DBT	6652
FKBP4	8742
GPR124	5440
KDM5A	5265.5
HS3ST1	3619
CD300C	4997
ZNF93	5754.5
ACSM5	3651.5
DRD2	3888.5
ITSN1	3364
IMP3	4112
COIL	8279.5
KNTC1	8262
HUWE1	6300
PRR14	8824
HIST1H2BM	6876
EGFR	4957
GLI3	4453
HDAC3	7140.5
EIF4G1	3113
WWC3	8734
RBPMS	6823
TBC1D15	3856
ST8SIA2	5572
KIAA0240	5341.5
NLGN4Y	7742
STXBP1	4720
PRPH2	3225
PARD3	8614
WNK1	7108
MVK	8750
ACOT9	4248
IGF2BP2	3475
COL5A1	6587
DRG1	6657
HIST1H4A	3954
STX2	4753
ANXA6	8782
CHML	4170
NAAA	7343
C1orf27	8116
MXD4	4899
C20orf111	3624
TUBA4B	4420
TGOLN2	6496
TOB1	6052
FAM204A	7319
LYL1	5634
VGLL1	5181.5
RAB14	6076
RBFA	8005
x
	0173570-0000
DHPS	4368
WWP1	7376.5
PEA15	4766
POLA1	8636
ETV7	4621.5
FXC1	3005
BAG3	4956
SPTB	3389
C21orf62	7555
PEX26	3546.5
ANAPC13	7940
ABCG5	5361
GANAB	6396
COL11A2	4003.5
DOPEY1	6155
CLP1	6135.5
CA6	6727
AGPAT5	5002
PRKCZ	6637
GMPR	7218
SUV39H1	5363.5
FGF23	8476
NDST3	6628
HDC	6041
C9orf38	5067.5
BACH2	3081
TNPO3	6533
HSPA5	7159
PPP6R1	3097
LRP10	4354
COL1A2	3370
TRDC	4855.5
LILRA2	5623
F12	6116
PTGER2	7017
MYL5	3406.5
GPR171	3247
CPB1	6833
CES2	5433
SLC7A4	3906
CXADR	7957
STXBP6	7036
CHRNB4	8230.5
CWF19L1	8526
DNAJC1	4027
NSFL1C	5325
ZNF142	6982
TKTL1	5067.5
NEK1	6517
PPP2R5C	8229
AOX1	6087
AAMP	4844
PPP2R3B	6780
COL5A3	4040
SPOCK2	6420
ZBTB17	3608.5
RPAP3	5530.5
YWHAZ	7852
FTH1	5959
CSF1R	5648
VSIG4	4614
MAGI2	6094
MUC3A	6579
TRIP10	6482
GPC4	3725.5
TRIM33	6602
TOX3	5795
TRAPPC4	4904
TOR1A	7283
DCT	3688
PPIP5K2	3333
ATR	7770
EPHB2	4428
AVPR1B	6484
SH3GL1	4009
MYC	3678
NEDD4L	7678
PDK3	6061
YTHDF3	7329
GLRA3	4311
PTK2B	4774
CD28	3732
TRIM31	3855
HSPA1B	8194
ICOSLG	4726
MRPL40	6211
IDH1	3257
LY6H	8600
TACC2	6935
OR7A10	5237
RET	4965
CACNB1	5323.5
DNMT3B	6476
GSTCD	8730
SLC27A6	7836.5
SCEL	3053
EPOR	6151
PPP6R3	7994
GLI3	3883
OPTN	4929
PTPN14	5082
USP5	3871
FBXL2	5979
PIP4K2B	7265
HLA-DOA	6631
GLRB	6521
PHLPP2	6720
ZNF512B	5114.5
LPCAT3	5661
CCDC19	6501
IL18R1	4697
ALDH2	4033
SERPINB7	3138.5
ATG10	3938.5
DDC	7278
SLK	5822
EPPK1	4583
RPS11P1	4785
SLC9A5	6725
KRT1	5770
BUB1	8171
MMP16	5154
EIF3F	3851
FARSA	3829
