x
	(+)-chelidonine
CDC42	7191
DPF1	3373
TDG	8643.5
UTP3	5493
STIM1	3387
SAFB2	6350
PRTN3	3938
SPOCK3	5618
TNIP2	4750
HSD3BP1	5535
ZNRF4	8785
ENTPD5	8058
ATG2A	5681
INPP4A	4483
CCNT1	6912
EIF1AY	7715
CCDC94	4576
TRIM2	5770
ELK3	6158
TSFM	7110
SKP2	7614
TGFBRAP1	6250
METTL21B	7326
UBE2W	3009
BGN	3264.5
VPS13D	5378
BTN2A2	8165
GNE	3866
RPL23AP22	6485
FPR1	4055
EPPK1	4072.5
AARS	3457
CENPI	4819
RNFT1	7560
GRAMD1B	3442
PCIF1	4472
RSL24D1	3789
ARFIP1	7007
SECISBP2L	7623
NOS2	6655
WBP2	7436
MGEA5	6934
PSMD10	8090
PRKACG	5671
YWHAZ	5628
TTC13	3129
RRNAD1	3503
GALNT1	8478
C11orf9	3229
TES	8815
ITGB3	4297
CREB1	7998
RPS6KA2	3123
ITGB1	5912.5
GRIN2D	8541
ARSD	3968
ID3	8236
x
	(-)-atenolol
AFF4	7550
AHCYL2	8767
AVPI1	8183
ISG20L2	6766
CD151	6088
CD36	5722
DDX41	7565
NGLY1	4092
CALM1	6888
KAT6A	5920
BAX	8224.5
OBSL1	6166
NUDT9	4886.5
NFRKB	5027
MTMR8	8720.5
ZNF362	5232
KCMF1	6940
PHF16	4209.5
ITPR3	7736
RPS17P5	6486
UPB1	5498
HLA-A	5136
ZC3H7A	7170
ACOT8	5771
TIAL1	8827
NOS3	3405
C1GALT1	7634
ATL2	6388
LRRC31	8566
ABCG5	8355
DRD2	4167
RHOBTB1	8074
FGF2	5791
MPRIP	3345
KNTC1	5018
CLGN	8580
HSF2	7667
SLC2A5	6053
CD247	8257
TACR1	6112
CLEC2B	3875
MFAP1	6950
BCLAF1	5006
GNAT1	7062.5
HBXIP	6634
ARFGAP2	7369
CEBPE	3692
KCNH2	4164
CD163	4135.5
PRRC2B	3541
ADAM12	5160
RPL8	3714
PCSK5	3028
CALD1	3113
MGRN1	6080.5
TOM1	7885
TUBBP5	6455.5
GLA	8091
ROR1	5917
PCBP4	4721
MYL4	4400
DPT	4104
APOE	5789
RPS4Y1	8801
CCNH	3180
PDZD8	6118
TBX5	8001
GMEB2	4284.5
IGKV4-1	4276
LMNB1	7349
ATP1A1	7860
NF1	5178
SRC	4761
GTPBP8	5401
HLA-DRA	3957
APC2	4817
ODF2	7935
GPR32	3084
YWHAE	5031.5
MSMB	5719
MAP3K4	7487
GUCY1A3	4989
PCNA	4267
BTF3P12	7522
ZNF512B	7770.5
HCFC2	6460
INTS5	5225
ERBB2	7316.5
IQGAP1	5613
PDGFRL	6444
HIPK1	4492
C4orf6	4162
OPA3	5258
SF3B1	6314
CELSR1	5864
DIAPH2	6541
CAPRIN1	5506
ZDHHC3	3708
NPR2	6568
NEK4	3330
x
	(-)-catechin
TUBAL3	7050
RAD51	4347
LCK	5258
SORT1	4487
FGFR1	6654
VPS72	3019
PARP12	3458
TCEB2	3606
APP	3070
RBFA	6379
CD200	3934.5
SUGP1	7621.5
SETD1A	8751
POLB	3437
BMP4	8804
PSG1	4174
LMBRD1	8062.5
ACP5	7334
IDH3G	7860
MSMB	6228
IGHMBP2	3102
BST1	5921.5
PLK2	5462
ASF1A	3050
ARL4D	6393
ETV2	3315
KIAA1033	4821
ELK3	8427
DHX34	5152
DDX18	7133
CD52	3779
LRP4	8234
PKM2	6163
CKM	5618
IFT74	6941
PDIA3	3612
NUSAP1	7182
EXD3	3829
LMBR1L	5718
SYBU	8498
PTGDR	3120
ZCCHC11	8188
GAL3ST1	6888.5
KLRAP1	8127
EDEM3	6945
TBL2	5438
MEG3	3906
KIAA0247	5581
CLTA	8696
C7orf23	6411
LSM5	3127
RPL39L	6806
IL2RG	8552
DNAJB9	5464
C14orf159	8071
GLI2	7751
SCN9A	5798
SCAP	3857
HOOK2	8116
FAM102A	5332
STXBP2	3781
KIAA0368	6638
ITM2C	8312
PEX5	5608.5
KCNK10	4228
SPOCK2	4637
UMPS	6126
EPM2A	3515
MBNL1	6334
SEPW1	7112
TXNL4B	8758
C11orf51	5755
SNAPC3	3388
PRRX1	8145
RHOD	8163.5
USP36	6444
RFC3	3459
NIT2	8159
PDE4B	7209
CCDC86	3330
CDK17	7850
PTMAP1	6748.5
HSF1	4232
RAB11FIP5	4079
RBL1	7674
FAM175B	3081.5
SORCS3	6119
TNFRSF1A	7766
SYNCRIP	7280
CDK6	4875
BCL7B	3112
ITPR3	3546
DPP4	6950
KAZALD1	7148
FAM173A	6025
GLA	3983
EPS15P1	8086
HSD17B4	3132
EIF4G3	7369
ERCC2	3016
x
	(-)-isoprenaline
CCNJL	7017
KIAA0528	8330
DGKD	8006
ABCA4	5697
PAPOLG	8477
UXS1	7736.5
USH1C	8255
TCL6	5397
LIN28A	7746
P2RY4	4465
BNIP1	4342
CSDA	6271
FZR1	6896
MIIP	4269
PCNA	7876
BICD2	5822
MOG	3972
LPL	4178
UNC93A	4367
COX7B	8778
HTR2B	3888.5
AGPAT2	4960
BMP15	4883
CDS2	4488.5
AAK1	5195
CYBB	4855
AGRP	5644
ZIM2	8037
CD163	7943.5
RASSF7	5328
PKD2	3650
PLAGL1	3546
GCAT	6700
FAM136A	4081
ATP2C1	3861
PPP3CB	8340
GAS7	5833.5
MAPRE1	5385
SETX	3226
FASTKD2	7472
DDO	5835
ZPBP	8015
ZBTB48	4001.5
ORM2	5124
PRKCQ	7202
FMO5	6404
FCN1	8252
DDX28	6253
RGS5	4148
CD79B	5908
CPEB3	3661
SLC27A5	6242
ISCU	3104
INPP5K	4227
FGR	5181.5
CD38	3499
FAM155B	3208
TNFSF14	3637
GGH	4083
HNF1A	8678
NEAT1	5387
CETN2	7671
PSMA2	7829
DERL1	5412
CCL7	6885
GCLM	5811
KLF3	4006
CAPN5	4873
CCDC91	5657
IL15RA	3539
CD55	6280.5
TAF1A	3184
HSPBP1	4702
SLC15A3	6542
IK	3563
USP18	7102
IL20RA	3086
INTS6	3838
TRPC3	6680
ALOXE3	7788
JUP	7274
UBQLN3	8018.5
TRIB1	8105
MSX2	7468
THSD4	5552
KRT8P17	5222
SRSF8	5588
DNAAF2	5229
GPR87	4017
SLC16A3	3078
DEFB1	4009
RAB2A	3043
GAPVD1	8689
PPP3CA	3926
AKT3	3822
ZNF408	3887
ENOX2	5007
RPH3A	6966
LGALS3	7888
C9orf86	6797
x
	0173570-0000
NEK1	6517
RRH	4748.5
DSG2	3844.5
SEC23B	4409
OPN1SW	3041
LIPF	7023
KRT5	6438
CACNA2D2	5580
C5orf44	8653
SPRR1A	5742
METTL7A	6593
UBE2D2	8766
PAXIP1	3076
VEGFA	6440
B3GNT2	4521
ARNT	4135
KLK3	6550
PPAN	3325
BMP6	7181
LIN37	8778
RTP4	8221
ZNF764	6242
RUNX1T1	4373
LGSN	3367
ESR2	3971
SMG6	8800
NUCKS1	3229
C11orf21	6032
ACOT7	8226
ELSPBP1	3322
KHK	5592.5
OR7E111P	3629
CNPY2	5610
PMVK	3281
APOBEC3F	7263
TNFRSF25	3024
CHD4	7499
MYCN	7179
MKRN7P	7347.5
HSPA4	6461.5
CASD1	8242
CXCL1	6505
MLPH	8557
ARHGAP11A	6309
DIMT1	7673
THAP9	5761.5
DMBT1	6284
TSPAN9	3835.5
HBS1L	4406
LTF	6129
KIAA0430	4359
TMED7	5260
XPO7	6430
CHD1L	8200
MAFB	6145
CEBPE	4411
PVR	4551
ALX3	5850
USP25	7413
NCOA2	6518.5
SLC8A1	3554
ABCA6	6799
GUCY2F	7097
C22orf24	7106
TTN	7724
GALNT10	5173
CTNNA1	7087
C19orf10	4389
ERCC2	7084
USP16	3780
KIAA0913	4838
TACR3	4284
NDUFA5	3549
ANP32C	7815
PCDH17	6744
STX10	6143
PFDN6	3078
TRAV16	4025
SPAG6	4288
OLFM1	3984
PBX1	4701
FXYD3	7714
PPIA	7034.5
PTPRU	5272
EP400	5251
LY6G6C	6043
EPHA3	3576
NAA16	8416
MRPL34	7309
PSME3	8114
DTNB	6514
MYH15	6707
GTF3C4	7086
SLC22A11	7415
LRCH4	5966
COL5A1	6872
MMP11	7975
HNRNPF	4461
PARPBP	6044.5
MORC3	5102
x
	0175029-0000
NAA50	5061
ZDHHC7	3563
ALDH3B1	3945
TFB1M	6053
TMX4	6210.5
USP22	5461
KRT18	7580.5
PTGS1	5289
SLC52A1	4543
HNRNPA1	8679
RGS10	7639
ZNF430	3701
TSPAN1	6285
RAD51	8497
SEC61A2	3826
KEAP1	7348
DONSON	6119
C8G	4491
NIPAL2	4951
DEPDC1	3192
COPA	3512
AKT2	6176.5
SP100	6825
HSPG2	6554
FBXO21	8242
ELOVL5	7212
CD83	6304
RHOG	8096
CRY2	3077
MCTS1	4859
MAPK8IP3	3768
SKIL	7843
SFT2D2	6109
MKKS	7208
TEX11	7436
SERPINA6	3235
IZUMO4	4943.5
C1orf95	6066
MARCKS	7432
STXBP6	6633.5
C20orf4	8055
GPR161	6120.5
COL13A1	7019
PDAP1	4478.5
FEV	8405
RPS28	4829.5
GRM4	4417
MAP3K4	8592
QPRT	7705
FAM49B	7541
KLHL25	3883
TSTD2	8656
SNX6	6774
PDLIM1	5297
TSSC4	6917
FAM214B	6146
CREG1	8165
PNMAL1	4390
NDUFAF3	5687
FSCN3	7481
RFPL1-AS1	4530
PTTG1IP	7987
CPOX	8402
ATP2C1	3812
WDR96	8484
MBNL1	8221
DUSP6	3276
ARHGAP15	8639
TAS2R13	3618
TACO1	3916
EIF4EBP2	6873
RASSF7	7244
UMOD	5692
RNF40	3641
PYGB	8621
NRIP3	4625
SLC35A2	4012
UBR2	8809
FAM175B	7771
SLN	4864
FKBP1A	4304.5
COG2	8571
SMTN	7033
SCFD1	8306
CACNG3	3140
PDE12	8114
C6orf120	8356
MAP3K13	5450.5
CPSF3L	7620.5
PHOX2B	4529
GRB10	4531
HP	4483
KLF12	3747
ZNF221	4611
L1CAM	5781.5
ICAM3	3860
RMND5A	3881
GTF2F2	7704
MED28	6826
IL1R1	8622
x
	0179445-0000
DHX34	7852
MED22	8181
PHF20L1	8282
ATRNL1	5102
CCDC134	6777
CEACAM6	4769.5
GRIA2	3867
BID	7218
NOD2	3819
PLEK2	7148.5
ITGB4	7575
RAMP2	6314
SPN	5620.5
HES1	6522
TRIP4	5117
SOX21	4725
CNOT7	8696
YSK4	4632
EPS15L1	3671.5
IQCC	3545
PTPRD	3885
STC1	4344
ITFG2	8132
ATMIN	4248
MGST3	5398
TLR1	4099
SLN	4893
NUSAP1	7562
TRIM68	3523
KCTD15	5056
ADSL	4386
CUL2	7263
ISG20L2	6322
GFRA3	8509
ROR1	4510
PGD	8041
PISD	5656
YOD1	5148
GOLM1	3866
HBB	7277
GNA13	4396.5
SFPQ	3203
TNFRSF1A	7306
IKZF1	4859
SNTB1	3881
MOB1A	3865
FBN1	5010
MAZ	7423
NR2F1	8290.5
PIN1P1	5408
ANGPT2	4648
DNPEP	7190
STATH	4441
DNASE2B	3208
WT1-AS	3958
TOB2	3700
SDC1	7156.5
CSRP1	3179
CLDN5	3963
TTLL1	8245
CTSG	4809
PFN1	3744
RFK	5189
H2AFZ	6731
ATG5	7240
OR3A1	8549
PPFIA3	3548
TRIM52	6109
RAB8A	6575
CD1A	8391
SLA	3501
MUM1	6545
POLR2K	7502.5
CTIF	4503
NRTN	7512
RPIA	6650
PLN	6560
GCAT	5690
FGFR3	8800
SLC52A1	7602
CLUAP1	7682.5
GDNF	3931
NARS2	3461
BDKRB2	7409
RCE1	5970.5
FCF1	3977.5
MSL2	5069
ARMC9	7034
EZH1	7168
LPCAT4	6982
POLR2E	8308.5
KIAA1704	8541
CDC42EP1	3498
MTMR10	8292
TICAM1	6620
ANP32A	5152
ACSM5	4731
GRM4	4573
ZNF189	6344
BRD3	7429
x
	0198306-0000
AURKAIP1	6836
DYNC1LI2	7781
PRAF2	4976
FAM204A	7573
TRAV21	3558
TRIM13	4294.5
INADL	8102.5
CWH43	7383
NPDC1	7745
UBE2I	5839
GRK6	5698
JTB	8024
CLCA2	7360
INSL6	4613
C19orf10	4880
CALCA	3323.5
ZBTB7B	3572
FAS	5487.5
ITPKA	8856
PPFIBP1	4673
MAPK9	7826
ABP1	7288
ARL1	8453
ISG20	8486
GALE	7173
KHK	4744
TMEM123	7378
CDC23	4491
FBN2	7442
RPL37	6399.5
SFSWAP	6585
COL18A1	5333
SSRP1	7715
ACOX3	4756.5
NR2C1	3709.5
FAM111A	3692
DOCK10	7500
CXCR3	4482.5
CYR61	4803
CBLN1	7214
ALDH18A1	5908
PAK1	4285.5
EFR3B	4597.5
FGR	3644
IRF1	5985
SLC39A9	7340
HIST1H2AE	7487
PLAUR	7890
NACA	3716
ITGB1BP1	8122.5
EIF3D	3108
GCNT2	7668
SLC7A4	5565
GSK3A	8568
DNASE2	5534.5
WSB1	6812
PYGL	7767
MARC2	5808
DYNC2H1	3071
C1QB	6809
SNX1	6683
ANKFY1	4380
TFAP2A	7547
PRDM14	5835
DMXL2	5013
FRMD4A	3495
QSER1	8633
DMPK	4107
CHPF	4162
IL3	3320
RCVRN	6727
TOPBP1	5221
FZD2	8357
ICAM2	7936
SNAPC5	7164
ST8SIA4	6237
TRO	6410
ZZEF1	4624
F5	5515
TMF1	6818
QPCT	8645
SPTAN1	5310
BZRAP1	4923
LBR	8817
KDM1A	5524
SSTR2	4442
PDIA4	6409
ITPR3	5574
HOXD4	5360
TMEM33	3575
PGM1	4090.5
KIAA0146	5704
HPS4	8556
LEPROT	7090
CNR2	5025
CLTB	5079
PDE8B	8145
SRSF4	6487
VPS13B	3995
FLOT2	3180
x
	0225151-0000
TOP3A	6861
DOCK9	5501
PDIA4	5374
PRKD1	7460
LTB4R	4704
PCGF3	3534
PKP1	5980
FLOT1	4723
MLF1IP	8770
SDF4	6667.5
SRSF1	8385
PCDHB1	8241
PEX19	8818
IQCE	7459
CAMTA2	3336
FGFR4	6121
MSRB2	6400
ACVR1B	5546
RAB26	5090
CEACAM8	5655
CNIH3	3166
B4GALT6	4334
CYP4F2	6181
VPS72	4166
SEMA4D	4980
MARK4	4615
TTC39A	6623
FBXO11	6353
KCNAB2	4796
ADCY6	3446
CYB5R4	5634
KCNH6	4424
COX4I1	5562
HERC2P3	4946
BCL7C	7300
C7orf26	6381
IFIH1	7273
PREPL	5884
HIST1H3A	6829
LAIR1	7296.5
SLC27A2	6712
PCDHA5	7389
RSG1	4157
ZNF673	3086
SLC8A1	4479
CYLD	4925
GLRX3	3072
DOM3Z	6062.5
RBFA	7222
MTUS1	4418
BORA	5942
GLP2R	6050
USH1C	5540
SSBP3	8498
LHX1	4123
RAB6B	5769
LYST	8845
NASP	4654
LYPD1	6670
DACH1	8675
MFSD9	3253
COPS8	6354
SFTPC	7954
SRM	8424
XYLB	4275
ZNF639	5792
GRPR	5224
SREBF1	3417
AURKC	4272.5
SYT1	3505
TRAC	4802
SNAPC4	6367
GYG2	3735
TUBG2	5760
RPH3AL	8436
SERINC3	7059
RNH1	4202
ADH5	5226
CTNND2	5804
GFPT2	6453
DNAJB4	4168
LIPG	8210
GFRA2	5047
CYP24A1	5785
AKT3	5906
ADRBK2	6343.5
GRK4	6296
USP4	7613
BAG6	6061
NEMF	8006
PPFIA1	6807
TTC19	4232
CEP152	3032
BHMT2	4366
MRPS11	5642
MRPL24	5465
VARS	5654
AZGP1	8712
PLXNA1	6234
GRIK3	4354
x
	0297417-0002B
SLCO4C1	8332
MYH3	5715.5
DCAF15	7195.5
DFNB31	5131.5
ISLR	6042
TCTN3	5302
FAM118A	7569.5
ZNF32	3088
ADH1C	5038
DENND3	6209
INO80B	5483.5
INA	4505
E2F4	7420
LAMP3	6224
CPE	4283
RFPL1-AS1	3027
MTDH	6839
CYB5R4	5460
NACAD	3311
DOHH	6270
ATG13	4494
C7orf26	8085
RAD54L	5632.5
KLK10	5901
RAB14	7387
ZBTB40	3842
GLRB	3638
UNC119B	3375
CBFA2T3	6003
LACTB2	8843
FAM193A	7461
LUC7L2	7882
SPTB	4447
HLA-DPA2	4411
ATP2B2	3751
PIAS2	7518
UBR5	8588.5
GADD45B	6755
CLCA3P	7507.5
NGB	4514
CA1	3632
CERK	6936
RAD52	6005
MRPL19	7747
SOX17	8454
NDST1	7423
CCDC93	3788
SPINT3	7230
LAMP2	6020
WSB1	5283
LMAN2	3481
MYT1L	6373
POP4	4243
DYNC2H1	8410
KIAA0564	6488
FKBP1A	7902
TFIP11	7637.5
KIF21B	3990
TNPO1	8254
SMG1	5935
RAP2A	4991
VAMP2	7863.5
CACNG1	5150
NFATC4	6236
IL1R1	6493
CLN8	3672
KLHL24	4770
ABCB1	8601
UNKL	6112
SCAND1	3893
NDUFB2	5721.5
SNRPB2	8224
GJC1	3935
STK4	8260
PDZK1IP1	4969
EIF4G1	7976.5
THUMPD2	5369
EIF4B	3314
SHOC2	6417
FOLR1	4844
SCAPER	5316
FLRT3	5871
SPG11	7733.5
SUOX	3776
HAND2	5782
HOXA2	7189
TERT	3950
HSPA4	8131.5
HPS6	4539
NPBWR2	8281
CEBPD	3499
RGL2	8769.5
SRP54	3636
IGHV3-21	8279
SMAD1	6638
RIMBP2	5457
FSCN1	6392
APBA2	5198
ZBTB16	3488
AGPAT5	7935
x
	0316684-0000
ZNF208	5267
MDC1	5882
MYL7	3707
ACACB	4073
COX6CP1	7361
SNRPF	3610
PPBPL2	8013
TIMP2	7354
WASF1	3769
BCAP31	8179
TMEM151B	6583.5
TTC38	8791
SRRD	8238.5
ZNF710	5642
C22orf31	5591
ATP6V1H	5316
CYP1A2	7003
MTA1	4422
OGT	7468
SLC22A7	5254
KCNJ1	6891
SNX3	4540
RIMS1	6321
HMMR	6603
HCRTR2	5071
SHARPIN	4418
PAFAH1B1	5361
KIF2A	7767
HOXB3	6165
ULK2	3010
ZNF426	3789
PSMB4	6206
TCEB1	5426
CDC16	7922
EFHC2	7038
HLA-DRA	6679
BANK1	3003
MED6	8459
OR7C2	7549
CAPZB	3696
MYL4	8293
NEB	5473
DNAJC13	8466
ANXA11	7686
BRD2	6099.5
NQO1	8142
KIAA0907	3151
PPP2R5A	7521.5
FOXG1	6279
ST20	3430
TWIST1	7338
CORO1A	3938.5
C11orf75	4579
TBX10	6462
APOC4	5579
JAM2	3894
XIST	5547
SCGB1D2	5103
COG4	5039
ACSL4	8441
ZER1	6057
SIRT5	5616
SLC35A3	7934
LYRM4	5683
ALLC	4261
ASXL2	5716
SIRT6	5527
COLEC10	5832
DAG1	3740
MAGEA12	3146.5
APOC3	4695
MAPK3	7362
MRPL28	4527
SIGIRR	3364
CYP3A7	7178
SERP1	3437
PIAS2	6312.5
QRICH1	4256
RASGRP3	7565
ZNF839	6248
SLC5A5	4265
MYO1B	6861
DHX16	4592
VEZF1	4446
PRLH	3078
SLN	3683
ITGB8	8028
LEPROT	8269
WDR25	5521
ATN1	6139
PPARD	4402
NENF	6412
ITGB5	8133
CCDC134	3912
AIP	6200
RPL28	6130
WT1-AS	4161
ODF1	5958.5
GPT	8797
MBL1P	5052
x
	0317956-0000
STK39	4472
COL1A2	6818
THG1L	3933
NAT8	6280
NRIP2	6900
COX6C	3999
FANCI	6210
CNIH	4755
GLRX	3222
TWISTNB	8590
KIAA1033	3795
GFER	4786
ARFGAP2	4025
GZMB	3542
OTUB2	4045
AP4S1	3601
CDC42	6167
PPP1R15A	6073
PDSS1	5127
PRDX2	5772
ARFGEF1	3875
WWTR1	6196
ACADS	3523
MYL3	4622
TRAPPC2L	3100
MAP4	4559
CLIP1	6581.5
AICDA	8122
SCAND2	4883
PAF1	4413
CA5B	3109
RFX4	8439
PCM1	4820
TMOD3	3953
ZFYVE9	5489
LMOD1	6766
DLEC1	8816
KCND3	4352
HNRNPA1P3	7917
ATRN	3590.5
TP53TG5	7490
EIF2B3	8055
SEC24C	8047
COL13A1	8628
SETD6	5581
CALB1	6438
EFNB1	7204
PRR4	8775
NR2F2	3409
GRIK4	6451
STAT1	7906.5
C20orf111	3259
FSD1	6117
OTOR	6642
TOP3A	8053
CCDC85C	3108
KLK11	4772
MAN1A1	5673
CACNA2D3	5915
SLC26A2	6588
MPPE1	3337
INTS7	4187
HIST1H2BI	8779
ZNF862	5202
PDS5A	7266
RFPL3	5806
OGFR	6207
WNT2B	8254
PEX1	5619
TNFRSF11B	7949.5
DRG2	8137.5
GPC5	8406
CDKN1C	4436
SAFB2	5309
SYNRG	5191
HIGD1A	8666
DHCR7	6990
GRIA1	8528
TJAP1	3865
RAPGEF3	8209
SNED1	6176
STATH	7126
RPL15	3111
AHNAK	7996
HHEX	7526
SPOCK3	6583.5
DLEU1	6076
MTHFR	6042
KDSR	3024
NSL1	6256
WDR5B	7162
PPP2R4	6892
ANP32C	3642
CRX	7550.5
DCAKD	7616
CRTC1	8119
CHD1	4828
INPPL1	7883
HCCS	3205
MYH14	3115
x
	1,4-chrysenequinone
CDA	7904
ADAM2	8721
MYLPF	3406
SCMH1	4213
MRPS18A	3962
LHFP	8139
INTS5	8305.5
CNGB3	7125.5
GFPT2	6550
COL19A1	7058
GCDH	8804
KIAA1609	6283
ATP1B2	4711
ECHDC3	6315
FRMD1	7639
MYL7	5559
PTPRF	5202
PHLDB1	4729
NEUROD2	6674
ACTL7A	7609
HIST1H2BH	3183
DCAF6	8361
GNA11	6985
FAM69A	6007
ACOXL	6294.5
HTR7	4194
