x
	(+)-chelidonine
PRKCD	11821
ZZZ3	11822
CIDEC	11823
ARHGDIB	11824
LAMC3	11825
AMZ2	11826
CIDEA	11827
DEFB126	11828
ABCG4	11829
TFB1M	11830
PPP2R2A	11831
EIF3E	11832
TESK1	11833
PPT2	11834
XPO4	11835
SH3D21	11836
HOXB1	11837
IL5	11838
P2RY2	11839
BST2	11840
SLPI	11841
PRDX1	11842
NACC2	11843
PIK3R2	11844
C10orf2	11845
APOC3	11846
C17orf63	11847
HTR1D	11848
BZRAP1	11849
EMX2	11850
ATP6V0B	11851
FAM86A	11852
TBCEL	11853
SCGB2A2	11854
REL	11855
STATH	11856
IMPDH1	11857
MTHFD2L	11858
EPHA7	11859
SMG1	11860
FLVCR2	11861
ZDHHC8P1	11862
SLC35F2	11863
x
	(+/-)-catechin
PARP8	11764
RRN3	11765
KIAA0355	11766
ASPA	11767
INHBC	11768
NUDT9	11769
STK16	11770
CYP2A6	11771
ZC3H11A	11772
PRG3	11773
SDR39U1	11774
C14orf118	11775
DDX10	11776
CHPT1	11777
WNT11	11778
EIF4H	11779
BRIP1	11780
CRYBA1	11781
KRT37	11782
GMPR2	11783
SEMA6C	11784
SCARF1	11785
HTT	11786
FAT4	11787
RPS29P28	11788
TESK1	11789
PPIA	11790
DECR2	11791
EXOC2	11792
STK38	11793
KANSL1L	11794
UPK1A	11795
PHLPP1	11796
IL36RN	11797
AKAP5	11798
UGP2	11799
ZBTB7C	11800
SPINT2	11801
FAM173A	11802
C1orf112	11803
CHST7	11804
PLIN2	11805
OR7E111P	11806
NDUFA4	11807
LGSN	11808
UHRF1BP1L	11809
HIST1H2BB	11810
TRAV13-1	11811
NEUROG3	11812
DNM2	11813
NUFIP1	11814
CDKL1	11815
CD1A	11816
SSTR4	11817
IGHV3-73	11818
YTHDF3	11819
FAN1	11820
PMEL	11821
BCHE	11822
DDX25	11823
CTSW	11824
NDOR1	11825
LRRK1	11826
OR1F2P	11827
LGALS3BP	11828
C8orf71	11829
GNA12	11830
LRP2BP	11831
PIWIL1	11832
RPLP2	11833
RAB17	11834
HHAT	11835
SLCO1B3	11836
ZNF334	11837
TMED1	11838
ASPHD1	11839
MFHAS1	11840
TMEM209	11841
HP1BP3	11842
ADAP2	11843
CTGF	11844
ORMDL2	11845
CHMP3	11846
ZNF518A	11847
FAM86A	11848
ZNF155	11849
SERPINB5	11850
RNF125	11851
ZNF175	11852
SPTBN2	11853
PHKG2	11854
CAPG	11855
ADAMTSL3	11856
TPRKB	11857
MXRA5	11858
ASCC1	11859
CYP26B1	11860
CGRRF1	11861
BABAM1	11862
RALYL	11863
x
	(-)-MK-801
ACIN1	11764
AURKAIP1	11765
IGHV3-47	11766
DSG3	11767
TRAIP	11768
SMG9	11769
UXS1	11770
CSF2RB	11771
MGAT4B	11772
WDR52	11773
NUP85	11774
TMOD2	11775
GCH1	11776
EIF4A3	11777
RNASE2	11778
DIXDC1	11779
BIN3	11780
ARHGDIB	11781
KCNJ2	11782
CES3	11783
FAM114A2	11784
LMAN2L	11785
DNMT3L	11786
MEX3C	11787
ATP8B4	11788
PYGM	11789
HGFAC	11790
GOT1	11791
DNAJC2	11792
PTPRU	11793
HEXB	11794
C20orf4	11795
CD3D	11796
NUP155	11797
SYNC	11798
GAA	11799
ZNF711	11800
WNT11	11801
SUN2	11802
NOC4L	11803
CLPB	11804
EIF4A1	11805
ACP2	11806
ACAD10	11807
PSMB6	11808
PCBP1	11809
MPST	11810
ECSIT	11811
SETD5	11812
ZNF415	11813
AMZ2	11814
DHDDS	11815
FAM53B	11816
WNT3	11817
ZNF211	11818
C5AR1	11819
PARD6A	11820
REG1P	11821
GLT8D2	11822
XKR8	11823
RPL3L	11824
SLC1A3	11825
DAD1	11826
CRYGA	11827
HIST1H2BB	11828
HOXC10	11829
MCCC1	11830
UPP1	11831
BMP6	11832
INSL4	11833
LILRB5	11834
AOC2	11835
COL9A3	11836
HADHAP1	11837
SERPIND1	11838
CYTH2	11839
MKRN3	11840
DPYS	11841
TWSG1	11842
GALK1	11843
CDX4	11844
S100A2	11845
SNORA66	11846
OTOR	11847
FSTL1	11848
CLDN8	11849
UBE3C	11850
CLCN5	11851
CXCL11	11852
FDX1	11853
TSNAX	11854
ZXDC	11855
MMADHC	11856
TNNC2	11857
MSH2	11858
FAH	11859
TUBG2	11860
RASGRP3	11861
LIG1	11862
KRTAP9-9	11863
x
	(-)-atenolol
MAP1S	11764
CTC1	11765
KCNMB1	11766
CD79B	11767
PPYR1	11768
ZFC3H1	11769
UBQLN2	11770
NCK1	11771
ZFY	11772
DDX39B	11773
SFTPA2	11774
STK3	11775
VGF	11776
PCSK1	11777
CFHR5	11778
PAX1	11779
SCML2	11780
ATAD5	11781
C17orf63	11782
DMRT1	11783
URB2	11784
TMBIM4	11785
CCNK	11786
ZC3H12A	11787
SLC30A1	11788
GPR144	11789
GCH1	11790
IGHV3-47	11791
NAT8	11792
APOBEC1	11793
SEC16A	11794
CST6	11795
ZNF214	11796
LYPD1	11797
PDE6G	11798
TBR1	11799
ZCWPW1	11800
SYNC	11801
PIM1	11802
TBXAS1	11803
TRAPPC8	11804
PFKFB1	11805
PLIN2	11806
SLC5A5	11807
MCMBP	11808
P2RY2	11809
SLC38A3	11810
ITGB1BP3	11811
REN	11812
ETV3	11813
LINC00472	11814
TESK1	11815
RALYL	11816
MYO1A	11817
C21orf77	11818
GUCY1A2	11819
RAP2A	11820
DUS1L	11821
ZCCHC6	11822
GCKR	11823
METAP1	11824
DAZAP1	11825
ALS2CR8	11826
GSTO1	11827
TLE4	11828
GPNMB	11829
FAM82B	11830
GABRG2	11831
TOR3A	11832
RPS6KA4	11833
LYPD3	11834
TNS4	11835
ATP6AP1	11836
CLCN5	11837
GUCY2D	11838
LHX5	11839
PSMA3	11840
ABHD5	11841
INCENP	11842
COL21A1	11843
MSH4	11844
POLR3D	11845
STOML2	11846
ZNF184	11847
SNORA66	11848
MMP12	11849
RNF187	11850
THBS3	11851
MAMLD1	11852
HAAO	11853
PSMB3	11854
HMGB3	11855
MPHOSPH6	11856
HIST1H2BH	11857
IL36RN	11858
DBF4B	11859
INO80D	11860
MSH2	11861
C10orf57	11862
C17orf81	11863
x
	(-)-catechin
INSL4	11764
LONRF3	11765
SLC5A1	11766
MRPL16	11767
C15orf44	11768
EDN1	11769
DPY19L1	11770
CRYBB1	11771
YEATS2	11772
USP32	11773
C12orf29	11774
UGT2A1	11775
HAVCR1	11776
PITPNM1	11777
ARL15	11778
HIST1H3G	11779
GSG1	11780
NCKIPSD	11781
NLK	11782
CDO1	11783
FHIT	11784
BNIP3	11785
ECHDC2	11786
HABP2	11787
TRIM22	11788
CCDC28A	11789
RANBP17	11790
PGM1	11791
HGFAC	11792
ARFIP2	11793
SOCS7	11794
POU2F3	11795
ZNF516	11796
IGSF1	11797
ECHDC1	11798
STT3A	11799
PAPOLB	11800
ADAP2	11801
GRIP2	11802
CNPY4	11803
CAMK1	11804
SDCCAG3	11805
SCD5	11806
C9orf78	11807
EEF1A2	11808
SLC6A13	11809
TSKU	11810
CD302	11811
SEPP1	11812
VRK2	11813
SPG11	11814
SCNN1D	11815
ZNF281	11816
NDUFB4	11817
SYN1	11818
AUTS2	11819
BDKRB2	11820
CASP5	11821
MMACHC	11822
PRKX	11823
AOC2	11824
FAM3C	11825
PRG3	11826
F2R	11827
DRP2	11828
FOXN1	11829
AKIRIN1	11830
WDR52	11831
TAF7L	11832
TSPYL5	11833
CENPO	11834
CPN2	11835
SETD5	11836
TERF2IP	11837
TNFSF9	11838
FHP1	11839
SCYL2	11840
SCGB1D1	11841
S100A2	11842
AMT	11843
UBIAD1	11844
DAZAP1	11845
GPR87	11846
NUP107	11847
USP10	11848
PLIN2	11849
KLF11	11850
VHL	11851
C7orf10	11852
PLCG2	11853
FAM131B	11854
PPM1D	11855
CNNM4	11856
NTS	11857
PLEKHA2	11858
REEP2	11859
RAB23	11860
FDPS	11861
TMEM127	11862
OR2F2	11863
x
	(-)-isoprenaline
NUP107	11764
CDK8	11765
TXNRD1	11766
NAP1L4	11767
SNX16	11768
MCCC1	11769
RPP30	11770
PYGM	11771
PSPC1	11772
NR0B2	11773
BARD1	11774
DNMT3L	11775
SLC5A2	11776
LRRC20	11777
GDF3	11778
ZXDC	11779
CHMP7	11780
SHMT1	11781
AGPAT5	11782
REL	11783
BST2	11784
RIC8B	11785
EXOC2	11786
SH2B2	11787
EFNA4	11788
TNNC2	11789
GBE1	11790
SLC35E2B	11791
CHEK2	11792
FHOD1	11793
ASGR2	11794
KRT12	11795
TRIM58	11796
C8orf4	11797
HS1BP3	11798
FAM70A	11799
DMXL1	11800
TAF5	11801
PTRH2	11802
PTGES3	11803
TAF11	11804
SH3GL2	11805
WT1-AS	11806
ESRRA	11807
GCKR	11808
SULT4A1	11809
SOX12	11810
DPY19L1	11811
PTPRN	11812
PIPOX	11813
UGP2	11814
TUBA1A	11815
SIDT1	11816
SHH	11817
GMPPA	11818
C10orf81	11819
ERMAP	11820
COL6A3	11821
PRR15L	11822
PDZD7	11823
SETD3	11824
GABRR1	11825
ELANE	11826
WNT1	11827
CRYM	11828
PSMD2	11829
GOLGA8A	11830
TNFSF9	11831
POLR3K	11832
LGALS2	11833
FTSJD2	11834
CPSF7	11835
DNAJA2	11836
FAAH	11837
ZXDB	11838
ETNK2	11839
SERPINA6	11840
AFP	11841
LRIG2	11842
SLC14A1	11843
SLCO1B1	11844
PANX1	11845
COPE	11846
NOTCH1	11847
PMVK	11848
TTLL1	11849
MORN1	11850
YIPF3	11851
ZNF143	11852
PCDHB13	11853
MAGOHB	11854
TIMM10	11855
ATP6V1B2	11856
LEMD3	11857
MARCKSL1	11858
HOXC13	11859
C8orf39	11860
MTHFD2	11861
AKAP12	11862
PBK	11863
x
	0173570-0000
PCOLCE	11764
KRT4	11765
STOML2	11766
TNN	11767
DNAH2	11768
COCH	11769
GFOD1	11770
LILRA5	11771
RSU1	11772
GLB1	11773
IL23A	11774
TBC1D15	11775
OR2B2	11776
TNFSF12	11777
FSHB	11778
DHX40	11779
MVD	11780
CDX2	11781
C12orf39	11782
HOXB13	11783
HIST1H4B	11784
GLB1L2	11785
SLC30A9	11786
WNT6	11787
SMG9	11788
SPECC1L	11789
APOBEC1	11790
GPR85	11791
SLC15A1	11792
C1orf159	11793
TRAPPC6A	11794
CTC1	11795
ZHX2	11796
OR7A17	11797
IL13RA2	11798
FASTKD3	11799
POU3F2	11800
PLS3	11801
NUDT9	11802
BAHD1	11803
SCML2	11804
MMP13	11805
TBRG4	11806
CAV3	11807
KRT13	11808
EHHADH	11809
TASP1	11810
ZXDC	11811
ZMIZ1	11812
CHEK2	11813
ZBTB7B	11814
MAP4K4	11815
CYP17A1	11816
ZNF232	11817
MCOLN1	11818
COPG1	11819
CA5BP1	11820
FDPS	11821
DDX5	11822
PAFAH1B3	11823
CPA1	11824
FXYD7	11825
STAG3	11826
UBXN6	11827
ATP6V0B	11828
ABCF1	11829
MOSPD3	11830
ZZZ3	11831
SLC2A10	11832
OR10H2	11833
PHYH	11834
GPRIN2	11835
SPINT2	11836
LCT	11837
ZNF281	11838
FBXO2	11839
IGLL1	11840
HIST1H2AC	11841
NDC80	11842
RAB4B	11843
SCGB2A2	11844
CCKBR	11845
SULT4A1	11846
KCTD5	11847
AGT	11848
FAH	11849
KLHL25	11850
SV2A	11851
TAF1A	11852
DNAH7	11853
CD38	11854
UNC5C	11855
APOL1	11856
SMYD3	11857
C1orf9	11858
ENAH	11859
UVRAG	11860
SOX14	11861
PRG4	11862
SLC22A14	11863
x
	0175029-0000
TFF2	11764
LRRC20	11765
TIPARP	11766
PRDM12	11767
CAMK1D	11768
ANXA13	11769
ZNF10	11770
APOB	11771
TWF2	11772
RNASEH2A	11773
TSNAX	11774
TASP1	11775
USP32	11776
EPHA5	11777
BCL2L2	11778
TAF7L	11779
ESRP1	11780
EEF1DP5	11781
GLTPD1	11782
KRT37	11783
CYP17A1	11784
ZNF586	11785
CENPQ	11786
PDE6G	11787
ZMIZ1	11788
ATP4A	11789
PTER	11790
TRIM36	11791
TTC12	11792
SOLH	11793
SF3B4	11794
TMEM11	11795
NEK7	11796
S100A1	11797
MXRA5	11798
RASAL2	11799
SYNJ2BP	11800
TNFRSF11A	11801
LINC00472	11802
ULBP1	11803
GEM	11804
NUDT9	11805
C1orf159	11806
RASGRP3	11807
PSME1	11808
C17orf39	11809
MFGE8	11810
STIL	11811
TNN	11812
SLC26A3	11813
FDX1	11814
ZNF217	11815
LARP6	11816
RASSF8	11817
ABCG5	11818
RLF	11819
RPS6KB1	11820
ARID5B	11821
C1QTNF3	11822
PDXDC1	11823
NRD1	11824
PAX7	11825
TPBG	11826
SECTM1	11827
GEMIN8	11828
POU3F4	11829
HDHD1	11830
KRT15	11831
SAA3P	11832
IL23A	11833
ZFHX3	11834
LZTR1	11835
PRPF38B	11836
RPS6KC1	11837
RDH8	11838
MMP12	11839
SLC30A9	11840
NSMAF	11841
BCL9	11842
C19orf53	11843
ENTPD2	11844
NEK4	11845
NAP1L2	11846
ROBO4	11847
ESRRA	11848
STXBP1	11849
SCMH1	11850
HOXC11	11851
DAZAP1	11852
ARPP21	11853
ATOX1	11854
WDR37	11855
SYNC	11856
MRPL23	11857
GALK1	11858
F3	11859
KCNC3	11860
APOBEC1	11861
KLF1	11862
ADCK3	11863
x
	0179445-0000
BCL9	11764
CFB	11765
ECH1	11766
SLBP	11767
CD48	11768
ZNF556	11769
ARF1P1	11770
BMP3	11771
DDIT4	11772
PCDH17	11773
PIK3R5	11774
CDH22	11775
RFPL3-AS1	11776
RTP4	11777
CHI3L2	11778
MFSD5	11779
SDHB	11780
CHMP3	11781
LYPD3	11782
CECR5	11783
TFPT	11784
CBX2	11785
POU3F4	11786
GTDC1	11787
HAAO	11788
RASSF8	11789
GPX4	11790
SLC12A1	11791
IGF2-AS1	11792
PTER	11793
NSUN3	11794
PEX13	11795
IMPDH2	11796
OR2W1	11797
GRIP1	11798
TCEAL1	11799
TFG	11800
LIPG	11801
C20orf7	11802
SLC47A1	11803
SCMH1	11804
PTPLA	11805
IL17B	11806
MARCH8	11807
EYA2	11808
CREB3	11809
TAF7L	11810
WNT8B	11811
SCGB1D1	11812
GPR6	11813
HARS	11814
CPSF7	11815
SIL1	11816
ZFHX2	11817
SEC61A1	11818
TEX12	11819
MECR	11820
GNL1	11821
FZD3	11822
CRTAM	11823
KRT15	11824
FBXO34	11825
RNF186	11826
IGHV3-21	11827
FHP1	11828
HMGB1P12	11829
CTSA	11830
F13A1	11831
NRD1	11832
NEUROD2	11833
ESRRA	11834
SLC26A4	11835
PAFAH1B3	11836
GJB5	11837
ASXL2	11838
DYSF	11839
MOGS	11840
FXN	11841
POLB	11842
NOS1AP	11843
LINC00094	11844
SF3B4	11845
CXCL9	11846
RASGRP3	11847
LMNB1	11848
TNN	11849
STIL	11850
MFGE8	11851
POLD1	11852
ZFAND3	11853
HABP2	11854
MXRA5	11855
GPR176	11856
GUCA1B	11857
TNFSF4	11858
FAM57A	11859
MED28	11860
ROBO4	11861
SDC3	11862
WDR37	11863
x
	0198306-0000
MPP5	11764
SH3YL1	11765
PTGER4P3	11766
TMEM131	11767
KRT13	11768
GAB2	11769
TSSC4	11770
PIPOX	11771
CNIH	11772
MMP1	11773
FDPS	11774
ZFHX3	11775
TOR3A	11776
GOT1	11777
PLEK2	11778
LRFN4	11779
PRIM1	11780
ZNF442	11781
ARCN1	11782
TNFSF8	11783
CHRNA6	11784
GNRH1	11785
TRIM21	11786
SLC30A3	11787
CBR4	11788
PRR4	11789
CRYBB3	11790
ADCK3	11791
STON1	11792
ARHGEF16	11793
KLHL1	11794
ZMAT3	11795
CHST7	11796
SPO11	11797
DPH2	11798
CXCL2	11799
LAMA3	11800
AUTS2	11801
CLCN6	11802
RAB25	11803
TAS2R14	11804
SHCBP1L	11805
TASP1	11806
TEF	11807
NTF3	11808
TBX4	11809
TPRKB	11810
LY86	11811
DCAF16	11812
IQCC	11813
KIF15	11814
LCMT1	11815
ALOX12B	11816
RNF130	11817
VRK2	11818
CEP72	11819
TUBG1	11820
DDX60	11821
LHX1	11822
PLK1S1	11823
NCALD	11824
SLC35C1	11825
EIF2C1	11826
TMEM74B	11827
PIN1	11828
SLC17A1	11829
SLC2A4	11830
HOMER2	11831
CRYL1	11832
GATA6	11833
MATK	11834
PRM1	11835
RARRES3	11836
NUDT9	11837
ACTN3	11838
MST1R	11839
MAGED1	11840
HDAC9	11841
OR7C2	11842
DDIT3	11843
CTNNA3	11844
SLC26A4	11845
SERPINB2	11846
OBFC2B	11847
STK38	11848
SCAMP2	11849
NTN1	11850
PSAT1	11851
SELL	11852
PRM2	11853
ZNF124	11854
GLCE	11855
CUZD1	11856
MAP1S	11857
PNLIP	11858
SRPRB	11859
ZNF711	11860
NDUFA10	11861
CACNA1B	11862
ENTPD2	11863
x
	0225151-0000
ME3	11764
GMIP	11765
INO80D	11766
PSMC4	11767
GABRR1	11768
TPBG	11769
QSOX1	11770
DROSHA	11771
CXCL14	11772
DCBLD2	11773
RNF187	11774
FAM192A	11775
INHA	11776
TM9SF3	11777
RHOC	11778
NMD3	11779
SSR3	11780
ZBTB5	11781
RIBC2	11782
CDH16	11783
DGKI	11784
INCENP	11785
DGCR5	11786
MLLT10P1	11787
LRRC49	11788
ELTD1	11789
KCNQ4	11790
PBLD	11791
C7orf23	11792
IL23A	11793
TMEM106B	11794
PRSS16	11795
NDUFA7	11796
USP5	11797
PSMG2	11798
CDH17	11799
CD320	11800
C9orf78	11801
KLF1	11802
GNA14	11803
FGF21	11804
COX7A2P2	11805
SNORA66	11806
CSN2	11807
MXRA5	11808
ZNF668	11809
TCP10	11810
ARAF	11811
USP8	11812
ENAH	11813
ACAD8	11814
RSU1	11815
TNNC1	11816
GFOD1	11817
MIA	11818
KRTAP9-9	11819
WNT7B	11820
HLA-DPB1	11821
POP4	11822
RNF7	11823
STMN3	11824
TREML2	11825
SMG6	11826
SLC22A17	11827
ZNF384	11828
RAPSN	11829
PPP1CA	11830
C14orf102	11831
ZNF215	11832
RPL27	11833
GRID2	11834
ATP6V0B	11835
ENOPH1	11836
HS1BP3	11837
RIN2	11838
LRRC15	11839
TRIM9	11840
FAM92A1	11841
CCL22	11842
DNASE1L1	11843
C9orf9	11844
HIST1H2BF	11845
CRYBG3	11846
RLF	11847
HRSP12	11848
RAP1GAP2	11849
CHMP3	11850
NPC1	11851
TP53BP1	11852
BCL2L14	11853
NUDT13	11854
PMVK	11855
IL32	11856
FBXL4	11857
CD1A	11858
NR1I3	11859
HMX1	11860
SLC12A8	11861
REL	11862
SH3GLB2	11863
x
	0297417-0002B
GEM	11764
TBX21	11765
CFB	11766
TNNC2	11767
NMD3	11768
CDH22	11769
ZNF324	11770
TBX19	11771
VPS33A	11772
SLC22A2	11773
ZFY	11774
DYSF	11775
KCNIP1	11776
ARHGEF16	11777
CCND3	11778
CRTAM	11779
WRAP73	11780
DNAJC4	11781
ATP4A	11782
MRPL3	11783
GPR25	11784
SNORA66	11785
ATP6V1B2	11786
ATP5H	11787
SMAD9	11788
GALK1	11789
RHOA	11790
GDF3	11791
CD1C	11792
LHX5	11793
CUZD1	11794
SMCP	11795
CHPT1	11796
MLST8	11797
TMSB15B	11798
CLDN16	11799
HEBP1	11800
CYP27B1	11801
AGAP1	11802
LAMP5	11803
LPAR4	11804
SLC6A3	11805
LMAN2L	11806
PTPN9	11807
MYEF2	11808
SERPINB2	11809
SSTR5	11810
TNF	11811
HIST1H3G	11812
TYRP1	11813
CHD2	11814
MAGEC3	11815
ATP6V0E1P2	11816
VWA7	11817
PDIA2	11818
ID3	11819
GPR85	11820
C8orf4	11821
SCN7A	11822
MAGEA4	11823
CRYBB2P1	11824
MARCKSL1	11825
NR0B2	11826
TPBG	11827
PMCH	11828
FAM3C	11829
NMU	11830
NPL	11831
MANF	11832
MCM5	11833
DKK1	11834
ZNF34	11835
TFPT	11836
IL23A	11837
PRAME	11838
GJB5	11839
ZNF10	11840
ZBBX	11841
ZIC1	11842
LIG1	11843
IGKV4-1	11844
PVALB	11845
CHRNA2	11846
EFHC1	11847
ROBO4	11848
GPR75	11849
NECAP2	11850
LIN7A	11851
PTDSS1	11852
CYCSP33	11853
SLC26A4	11854
SLC43A1	11855
APOBEC1	11856
SF3B4	11857
PDXDC1	11858
MAGT1	11859
GPR176	11860
RASSF8	11861
FDX1	11862
TNFSF4	11863
x
	0316684-0000
RSBN1	11764
PSKH1	11765
RTDR1	11766
CRYGC	11767
HCN4	11768
STXBP3	11769
NFIX	11770
PHLPP1	11771
TMEM106C	11772
G6PC2	11773
RPUSD2	11774
LUZP2	11775
C10orf26	11776
SDK2	11777
AP4M1	11778
C12orf47	11779
B4GALT2	11780
LYPD3	11781
KLF15	11782
SH2D4A	11783
CBLL1	11784
PPA1	11785
A2M	11786
FBXW4	11787
HIST1H4B	11788
RFPL2	11789
CCND3	11790
CD207	11791
RYR1	11792
P2RY2	11793
SETD5	11794
SERPINB8	11795
TEX12	11796
DAAM1	11797
CCDC47	11798
NKG7	11799
SERPINB5	11800
GAS2	11801
PPFIA2	11802
FRAT1	11803
CRCT1	11804
MANF	11805
SMPDL3A	11806
RAD54L	11807
SMARCD2	11808
SALL2	11809
POLR2I	11810
CD3E	11811
CD24P4	11812
CDKL3	11813
GPR176	11814
MFSD5	11815
MAP1LC3C	11816
MADCAM1	11817
STK38	11818
SYT2	11819
DDX4	11820
LGALS3BP	11821
LIG1	11822
LRAT	11823
RSG1	11824
ZNF528	11825
RP2	11826
PHKA1	11827
WDR44	11828
TRIM22	11829
WFDC2	11830
STYXL1	11831
FAM3C	11832
TOE1	11833
ONECUT2	11834
USP19	11835
CENPB	11836
PGLYRP4	11837
ZNF273	11838
ZMAT5	11839
POPDC2	11840
PRIM1	11841
SPAG5	11842
AP4E1	11843
SLC17A1	11844
GLTPD1	11845
OR2J3	11846
TLE4	11847
KLHL21	11848
KCNV2	11849
SERPINB3	11850
LCMT2	11851
NNAT	11852
ZNF43	11853
RAD21L1	11854
CRYL1	11855
CCDC59	11856
ZNF711	11857
ADAMTS12	11858
TMEM2	11859
ARFGAP3	11860
IL23A	11861
PTGDR	11862
SHCBP1L	11863
x
	0317956-0000
POLM	11764
DNASE2B	11765
XPO1	11766
SLC10A3	11767
DOCK2	11768
DEF6	11769
LRAT	11770
LRRC48	11771
KLF15	11772
HAUS3	11773
EPHA7	11774
GLDC	11775
BRCC3	11776
SHFM1	11777
PDYN	11778
ZNF124	11779
FXC1	11780
SERPINB5	11781
CRYGA	11782
ELAC2	11783
KLRF1	11784
LCMT1	11785
COL4A4	11786
KLHL11	11787
SLC27A5	11788
PFKFB1	11789
HIVEP1	11790
TAF10	11791
C7	11792
GLMN	11793
PGPEP1	11794
GPT	11795
PDIA2	11796
SLC9A6	11797
SLC12A8	11798
CCKBR	11799
NLRX1	11800
DDX10	11801
OLFML2A	11802
KRTAP9-9	11803
MAGI1	11804
PTPRU	11805
SLC26A1	11806
LAMC3	11807
MRPS7	11808
CD302	11809
C11orf95	11810
CYP2W1	11811
FURIN	11812
MAGED1	11813
GNRH1	11814
COX7A1	11815
AURKC	11816
SNRPA	11817
CARD9	11818
PLXNA3	11819
PCTP	11820
FAM216A	11821
CCT8	11822
ZFAND3	11823
GFOD2	11824
SLC16A8	11825
CYP2A6	11826
CCR3	11827
ESRRA	11828
RAB1B	11829
AFAP1	11830
AQP8	11831
SETMAR	11832
IL10RB	11833
FOXJ1	11834
SMG1	11835
GCKR	11836
TREH	11837
SETD5	11838
MCMBP	11839
PCOLCE	11840
ITM2C	11841
FOSB	11842
PLCXD1	11843
DNAJC17	11844
CD5	11845
FLVCR2	11846
TRMT61B	11847
PARK7	11848
ETFA	11849
IGHV3-72	11850
C4orf29	11851
GCNT4	11852
RAD9A	11853
CMPK1	11854
MYCT1	11855
FBXO5	11856
INHA	11857
KIAA0319	11858
LYRM2	11859
RAPSN	11860
DDX60	11861
STYXL1	11862
KCNH4	11863
x
	1,4-chrysenequinone
HOXC10	11764
CRYGC	11765
NDUFB11	11766
EDN2	11767
FUBP3	11768
SATB2	11769
GLT25D2	11770
BPESC1	11771
RNF123	11772
GZMK	11773
ZMYM6	11774
HSF2BP	11775
TM7SF3	11776
FXYD1	11777
CHMP2A	11778
ECD	11779
ZMAT4	11780
LDOC1	11781
P2RX7	11782
SPON2	11783
PTPRO	11784
TRAV13-2	11785
KIF4A	11786
GNL1	11787
PLA2G4A	11788
EPHB6	11789
DRP2	11790
SLC6A3	11791
ZNF385D	11792
CD82	11793
CD1B	11794
PTDSS1	11795
UBXN8	11796
PLEK2	11797
TRIAP1	11798
DHX40	11799
HUNK	11800
ATP4A	11801
URB2	11802
APOO	11803
FTSJD2	11804
SERPIND1	11805
LMAN2L	11806
CBR1	11807
TNFSF12	11808
