x
	(+)-chelidonine
SIGLEC5	89
TMEM206	90
AMD1	91
CYP26A1	92
A2M	93
RPS24	94
ZNF280A	95
CDH3	96
ARHGAP11A	97
KLF1	98
QSER1	99
LMNB1	100
BCAS4	101
KLK7	102
ETNK2	103
SDC3	104
PRCC	105
FRK	106
ADGB	107
YTHDC1	108
MORF4L2	109
TMEM143	110
RPAP3	111
PIM1	112
KIAA0247	113
SMU1	114
DPYD	115
ART1	116
SPARCL1	117
LAMA5	118
TMEM53	119
MYOG	120
RHOA	121
RNF43	122
CPSF3L	123
IMMT	124
MARCH8	125
RARRES2	126
PCBD1	127
NIT2	128
ARHGEF3	129
IFT20	130
BRD7P3	131
COMMD3	132
KIAA0355	133
TRAV13-1	134
NFIX	135
MAT2B	136
F2RL2	137
STAM	138
PPYR1	139
MTMR12	140
APOH	141
MS4A6A	142
ARSB	143
STON1	144
SPAM1	145
ALDH18A1	146
ZNF117	147
PEX19	148
PRB3	149
PRLH	150
ANAPC2	151
SLC39A7	152
GRB2	153
GJA3	154
FMO2	155
PSPH	156
SIM1	157
CHD8	158
TUFM	159
PIKFYVE	160
ZBTB10	161
TCEAL4	162
DENND4C	163
PLCL1	164
UGT2B4	165
CPN2	166
TAS2R14	167
NOS3	168
TREX2	169
ZFHX2	170
WDR37	171
KIAA0556	172
UTP3	173
TFF2	174
PARP6	175
IL3	176
PPIP5K1	177
FOLR1	178
INPP5J	179
SNRPA	180
CXCL10	181
SNRNP27	182
HEATR3	183
SMYD3	184
RNF123	185
USP2	186
EIF4E	187
MFGE8	188
UBE4A	189
BANK1	190
BRS3	191
TRIB1	192
PHF14	193
FBP1	194
NUP43	195
C8orf17	196
MED9	197
HIF1A	198
HIST1H1E	199
EMD	200
x
	(+/-)-catechin
SCNN1B	1
CIR1	2
PLCD1	3
AP5S1	4
TRMT2A	5
MMP20	6
ZCCHC6	7
MRPS2	8
UBA5	9
SETD3	10
ROS1	11
ASGR1	12
HTR1F	13
CST7	14
MED9	15
FOXL1	16
AACS	17
GNL3L	18
TUBB6	19
JUP	20
APOD	21
COPZ1	22
TOB1	23
TAF6	24
XAF1	25
PFAS	26
SLC35F2	27
SMAGP	28
PTGDR	29
IGKV1D-8	30
NNAT	31
SLC8A2	32
AEBP1	33
DUTP1	34
KIR3DL1	35
TMEM106C	36
OR7A5	37
AVPR1B	38
JPH3	39
CSF3R	40
G6PC2	41
GIT1	42
DLK1	43
DDOST	44
METTL18	45
RMI1	46
DOCK2	47
ANKRD49	48
ITK	49
ZNF132	50
PRKY	51
USP22	52
MMD	53
HTR1E	54
NEU1	55
S100A10	56
PKIA	57
FGGY	58
CD82	59
MAPK8IP1	60
RABAC1	61
BPTF	62
DGKG	63
EYA1	64
ADAM21	65
NXPH4	66
HIST1H1D	67
ATP6V0D1	68
CDKN1B	69
PCSK1N	70
SKAP1	71
PHACTR1	72
GTF2E2	73
HBE1	74
CALML5	75
TM9SF3	76
ZNF230	77
PHLDA2	78
IMPACT	79
GTPBP10	80
LBR	81
PLEKHO2	82
PAQR3	83
XPO4	84
BUD31	85
FGF20	86
PDZRN3	87
YTHDF2	88
ISCU	89
MICALL2	90
ATF7IP2	91
ZNF282	92
MGLL	93
PPFIA4	94
ABHD10	95
ST7L	96
CNPY2	97
GLTSCR2	98
DMTF1	99
CYTL1	100
RAPGEF1	101
DEFA5	102
CDH22	103
A1CF	104
GLTSCR1	105
SOX12	106
GPR18	107
RAD21L1	108
SLC12A8	109
F10	110
DHODH	111
MYOM2	112
VIM	113
NOS2	114
RHOG	115
SPOCK1	116
RPUSD2	117
CYP27A1	118
SIRT2	119
FHP1	120
ARHGAP12	121
HNRNPA3P1	122
OPN3	123
DNAH7	124
RNF130	125
YIPF3	126
PDLIM1	127
TTLL1	128
CD226	129
TCF20	130
CRYZ	131
SRPK3	132
TTLL12	133
ADRM1	134
CCDC92	135
PRDM11	136
OXSR1	137
ENDOU	138
PIKFYVE	139
CYP39A1	140
GDPD2	141
TSNAX	142
CSNK1A1	143
CUBN	144
MRPL4	145
HELLS	146
PDK1	147
TACO1	148
PRKCDBP	149
HOXD4	150
TMEM93	151
KCND1	152
CLN6	153
LIG4	154
AP1AR	155
APLP1	156
FBXW7	157
ACTR3P2	158
FRAT1	159
MYBPC2	160
VN1R1	161
SOX3	162
HIST1H2BF	163
DENR	164
HNRNPH2	165
GOLM1	166
DPAGT1	167
GTPBP1	168
PGBD5	169
C20orf4	170
NPM1P22	171
SHCBP1L	172
IGJ	173
PPP2R3B	174
MAGED2	175
SPINK1	176
PIH1D1	177
PIK3C2G	178
RPL13P5	179
MYH7	180
IGF2	181
ATP5F1	182
NT5C2	183
ZNF192	184
GRB7	185
PGAM2	186
FUCA1	187
KIAA1107	188
SMEK2	189
PMVK	190
GDF3	191
TBC1D22B	192
KIFC3	193
ZC2HC1C	194
PPP1R3C	195
CSDC2	196
TDG	197
TPPP	198
NDUFC1	199
ADORA2B	200
x
	(-)-MK-801
TPSAB1	1
RPL11	2
BEX4	3
KIN	4
BCAP31	5
ABCC5	6
GIGYF2	7
CCDC33	8
AP3B2	9
BAZ2B	10
ARMCX4	11
APBB1	12
CP	13
ZNF141	14
NT5DC2	15
KCNJ14	16
B4GALNT1	17
CD300C	18
KAL1	19
ZNF117	20
CCL11	21
SIRT2	22
KLF7	23
CAPNS1	24
BCL2A1	25
SHBG	26
BCAS3	27
CECR5	28
FAM127B	29
RLBP1	30
UCN	31
TMPRSS11E	32
IFNW1	33
SURF2	34
KANSL1L	35
HIST1H2AL	36
VASP	37
GNAZ	38
NT5M	39
DNTTIP2	40
TPRKB	41
PAIP2B	42
DAB1	43
DIP2A	44
NCAPH	45
MIP	46
MYBPC2	47
STX4	48
GTPBP10	49
ZKSCAN4	50
TMEM177	51
CDT1	52
HSPBAP1	53
LIN37	54
IGKV1D-8	55
OPN3	56
PTPRH	57
SMU1	58
HMGB3P1	59
HMGN2P9	60
SEMA3E	61
LRRC59	62
SLC27A6	63
GPNMB	64
LRFN3	65
GAMT	66
DNAL4	67
TMEM165	68
SMEK2	69
IL18	70
USP25	71
S100P	72
EFCAB1	73
FAM192A	74
USP22	75
SLC6A14	76
CDCP1	77
ZNF232	78
KRI1	79
CPPED1	80
CENPJ	81
ISG15	82
TMEM106B	83
MAFB	84
KRT85	85
TREX2	86
MAPK12	87
CLEC2D	88
FAM188A	89
RHOC	90
CHSY1	91
PRKRIP1	92
HIST1H2BN	93
RPL5	94
PLA2G1B	95
C20orf20	96
SOX18	97
MYO16	98
PCSK1N	99
IQGAP2	100
PADI1	101
SLC35G2	102
GRID2	103
BAK1	104
KRT18	105
HLA-DMA	106
GRAMD1C	107
CALB2	108
IL3	109
GTF3C2	110
SIX1	111
FOXL1	112
FCER1G	113
HSPB1	114
GJA5	115
MAGEA8	116
TOMM7	117
SMAGP	118
FUT3	119
STMN4	120
C4orf6	121
C1orf21	122
JUP	123
NAA10	124
TIGD6	125
BTNL8	126
RPGRIP1	127
CD83	128
ENOX1	129
TIMM17B	130
POFUT1	131
ABHD10	132
SERINC1	133
DNMT3A	134
CD74	135
PSRC1	136
C9	137
S100B	138
DLK1	139
WDR45L	140
NARS2	141
IPO8	142
FABP6	143
RAD9A	144
PLAT	145
TFAP4	146
SLCO1B1	147
GOLT1B	148
TMEM143	149
PSEN2	150
NMD3	151
DNM2	152
VPS39	153
KCNG2	154
COPG1	155
HERC2P3	156
FEM1C	157
TNMD	158
WDR12	159
DHX32	160
PHACTR1	161
ZNF264	162
HS3ST3B1	163
S100A11P1	164
TPPP	165
C14orf162	166
MAGEH1	167
KRT7	168
ZNF672	169
DDX11	170
RRAS	171
CHST12	172
LGALS3	173
RPP30	174
CD1A	175
KRT33B	176
ZC2HC1C	177
ELF2	178
SLIRP	179
PLP1	180
MTMR11	181
ZBTB44	182
RASSF1	183
MATN4	184
CFI	185
ZBBX	186
LCN1	187
AKAP3	188
CEP97	189
NYNRIN	190
CBS	191
NR1H2	192
PAK1	193
TTI2	194
NLRP2	195
TLR2	196
BMP4	197
DYNLT1	198
PRRX2	199
RBM3	200
x
	(-)-atenolol
EFHD2	1
B4GALNT1	2
TBCEL	3
TMED1	4
GSTM3	5
DCC	6
GCNT2	7
CALML5	8
CDKN2B	9
PARN	10
GTF2E2	11
PYGO1	12
KRT1	13
PTGES3	14
NTN1	15
TP53I3	16
RNF141	17
PERP	18
TRIM8	19
NGFRAP1	20
PLIN3	21
MTHFSD	22
CLK1	23
CD3G	24
RPL27	25
GTF2E1	26
PKIA	27
TSPYL1	28
TGM1	29
CNNM1	30
NPM1P22	31
MOGS	32
SLC9A6	33
A2M	34
KLK5	35
PCTP	36
RBM12B	37
TEX13A	38
DHX16	39
HOXA2	40
EMP2	41
PLK1	42
SENP2	43
WDR91	44
HSPB1	45
SLC4A8	46
BMPR1B	47
DDIT3	48
TSPAN12	49
SLC10A1	50
BBC3	51
KLK7	52
NDUFAF4	53
SSNA1	54
EIF2B5	55
ZNF394	56
C1orf105	57
SH2B2	58
CDR2	59
TMSB15A	60
TPRKB	61
PSMD2	62
ELSPBP1	63
FAM57A	64
PADI3	65
IL7R	66
REPIN1	67
SPATA2L	68
PIP5K1C	69
CILP	70
RABAC1	71
NT5M	72
PLA2G16	73
ZC3H11A	74
PHACTR1	75
TRAPPC11	76
MYOM2	77
SEZ6L2	78
SURF2	79
HMG20A	80
RNF40	81
HLA-DQB2	82
GMCL1	83
RECK	84
SNX6	85
OR1G1	86
SPACA1	87
SCRT1	88
DMTF1	89
UNC93A	90
PBLD	91
PITPNB	92
PPWD1	93
DCP2	94
FAM118A	95
SMAGP	96
PPOX	97
CDO1	98
MIA2	99
UTP3	100
ZDHHC8P1	101
SLC7A10	102
CRYL1	103
SLC35F5	104
CHODL	105
GON4L	106
CSNK1D	107
ISOC1	108
FUT5	109
CD300C	110
DLEU1	111
POLA2	112
GDF9	113
APEH	114
ADNP	115
RALY	116
PDHA2	117
SLC43A3	118
KAL1	119
CLSTN1	120
ATP6V0A4	121
FXYD6	122
TMOD3	123
PAIP2B	124
LINS	125
F2RL2	126
ARMCX4	127
PPP1R8	128
SEC14L5	129
PRRG1	130
ST7L	131
DPAGT1	132
CYP19A1	133
MAP1LC3B	134
ADAM20	135
GCLM	136
CCDC41	137
CHSY1	138
XK	139
GYPC	140
FAM135A	141
KIAA0020	142
NDE1	143
CXCL10	144
EFHC1	145
SH3GL3	146
C7	147
ADM	148
MPP5	149
CDC23	150
KCNN1	151
RSAD1	152
ZBTB39	153
IL22	154
KRT7	155
TLR2	156
CMPK1	157
IMPDH2	158
LPHN2	159
EGFL6	160
C1QL1	161
LAMTOR3	162
SPR	163
TMEM180	164
MAGEB1	165
RUVBL1	166
C2orf28	167
RPS29	168
WDR33	169
ADIPOR2	170
GREM2	171
TTLL7	172
SLC12A6	173
NDUFA7	174
GZMA	175
NXPH3	176
ZNF226	177
MAP9	178
CCL21	179
C9orf95	180
DNASE2B	181
LRRC15	182
KLHL26	183
MBIP	184
EBLN2	185
RALGPS2	186
PELI1	187
PFAS	188
WFDC2	189
LSM2	190
PCK2	191
TNMD	192
HNRNPM	193
UPK2	194
BCL10	195
FOXH1	196
ACSBG2	197
SLC5A6	198
LSAMP	199
GRIA4	200
x
	(-)-catechin
MRPL19	1
LEP	2
CACNA1B	3
NDC80	4
TPCN1	5
OR7E24	6
SLITRK3	7
SYTL2	8
ZBTB11	9
TASP1	10
TSPO2	11
SREK1IP1	12
GTF2H3	13
C12orf51	14
TST	15
PRCC	16
PLA2G2F	17
CIDEC	18
VPS52	19
BCL2L2	20
SEMA6C	21
SLC22A14	22
GBX2	23
HHLA1	24
DDX25	25
TEX11	26
GPR18	27
TBXAS1	28
GTF3C3	29
CLCN6	30
SPON2	31
TXNDC15	32
PRDM16	33
NUDT3	34
CHAD	35
SCAMP5	36
PPM1E	37
CD38	38
PSMB7	39
BOLA1	40
CYSLTR2	41
CYP7A1	42
ARHGEF6	43
HERC3	44
SNHG3	45
C8orf84	46
MFSD6	47
HIST1H2BE	48
PUS7	49
NKG7	50
DNAJA2	51
ELP3	52
TPX2	53
PRDM11	54
CD79B	55
SETMAR	56
KCNQ4	57
SLC2A4	58
WDR43	59
PLA2G2D	60
KLHL1	61
PPA2	62
ARHGEF10L	63
RDBP	64
PTTG3P	65
PCDHB6	66
IL12RB2	67
DMRT1	68
SPTBN5	69
ZBED4	70
UTP6	71
PTPRE	72
HIRIP3	73
HSF2BP	74
ARID3A	75
NPTXR	76
FAM155B	77
ACTR1B	78
POP5	79
DDHD2	80
CLPB	81
NMNAT2	82
LANCL2	83
PIAS3	84
ARHGAP12	85
RAD21L1	86
ALOX12P2	87
LILRA4	88
TNNC1	89
XKR8	90
SPC25	91
MT1G	92
ADORA3	93
IGLV4-60	94
BAI1	95
CPSF7	96
DGKQ	97
HMGB1P12	98
DEF6	99
DKKL1	100
RNF219	101
ULBP1	102
CRCT1	103
OTOR	104
SENP2	105
PPP1R17	106
NUFIP1	107
RPS6KB2	108
NEK7	109
BCL9	110
DGKB	111
MAGEA12	112
PKD2L2	113
CRBN	114
CEACAM4	115
PEX26	116
PLCD1	117
TNN	118
EMX1	119
DNAJC15	120
KRT33A	121
CDT1	122
KRTAP2-4	123
GDF11	124
CNTFR	125
CLDN5	126
PACSIN1	127
TALDO1	128
RAP2A	129
NR5A1	130
BMI1	131
CD320	132
PTDSS1	133
ZSCAN16	134
BZRAP1	135
GRAMD1B	136
TMEM35	137
ITPKB	138
S100A10	139
ALOX12B	140
ITGB2	141
KXD1	142
HAUS2	143
RUFY1	144
MIR22HG	145
PIN1	146
KIAA0125	147
ZNF271	148
FLT4	149
GBAS	150
CGRRF1	151
F11	152
CTDSP1	153
HNRNPA1P31	154
LTF	155
COLEC11	156
VEZT	157
CCL8	158
NDUFB7	159
PRB4	160
LPAR4	161
GCC2	162
PTPLAD1	163
VEGFC	164
DNAJC17	165
OVOL1	166
ESM1	167
LONP1	168
IL2RB	169
EGFL6	170
PRRG4	171
C17orf81	172
SIRPA	173
SF3B4	174
RBM3	175
HSD17B11	176
PCCA	177
BST2	178
SACM1L	179
TM4SF20	180
ITGA2	181
ZBTB5	182
RBPJL	183
RABL3	184
EBF2	185
UNG	186
WNT2	187
GHSR	188
MYBBP1A	189
MPHOSPH6	190
TNF	191
CLDN7	192
CASP7	193
IGHV3-7	194
PSMA3	195
GAL3ST4	196
POLDIP2	197
RPIA	198
ZNF124	199
GPR110	200
x
	(-)-isoprenaline
QSOX1	1
CLCA3P	2
FOXJ1	3
PLP1	4
TRIM5	5
ICT1	6
RPUSD2	7
SLC6A7	8
UBBP1	9
AMDHD2	10
PAQR3	11
MYO1D	12
HOXD4	13
ADRA1B	14
FAM173A	15
C22orf26	16
GUCA2A	17
ATHL1	18
BATF3	19
GCNT2	20
MNT	21
DNTTIP2	22
PPYR1	23
TCP11	24
IFI6	25
HNRNPA1P31	26
DHRS11	27
HEXB	28
CUX2	29
MFHAS1	30
MFGE8	31
HLTF	32
SACS	33
SPTBN4	34
PMS1	35
VGF	36
FOXE3	37
FBXW2	38
ANXA5	39
TEX30	40
OMP	41
RPGR	42
ROR2	43
ING2	44
ZC4H2	45
C3orf52	46
PITPNM3	47
SEC24B	48
GRAMD3	49
SCIN	50
ATG14	51
TPX2	52
CAPG	53
SALL1	54
C14orf45	55
CHST12	56
NR5A1	57
SLC5A12	58
RETN	59
MKKS	60
CCDC85C	61
HPSE	62
COX7A1	63
NDUFA4L2	64
WBSCR22	65
MRPL24	66
CATSPERB	67
KLHL2	68
KCNQ4	69
LRRC48	70
CDKN1B	71
PSRC1	72
SCRIB	73
CNIH	74
TRPC4AP	75
TPSAB1	76
SLC30A3	77
CHIA	78
IGFBP1	79
USP4	80
MAPK4	81
FBXO46	82
C9orf82	83
MCAT	84
MRM1	85
DNALI1	86
AAAS	87
GABRQ	88
OR7E14P	89
MRPL39	90
CFL1	91
POU4F2	92
SMG8	93
GIGYF2	94
RHOB	95
SP4	96
FDPSP5	97
UQCR10	98
AK5	99
PRG3	100
KLRC4	101
ALG8	102
TUBB2B	103
T	104
CNN1	105
SDS	106
IFRD2	107
C15orf29	108
SLAMF1	109
CLK4	110
CNKSR2	111
TEX12	112
RALY	113
NELL1	114
SHOX2	115
MT1E	116
MEGF6	117
SHFM1	118
URGCP	119
ATOX1	120
PRM2	121
MED22	122
C19orf40	123
KLF7	124
RECK	125
BRD7P3	126
KEL	127
NRGN	128
AMOTL2	129
SYT12	130
KLHL4	131
USPL1	132
IMPA2	133
FKBPL	134
SART1	135
DDX41	136
EIF2B3	137
ALPPL2	138
GRIA4	139
RLN2	140
NAPG	141
AFAP1	142
REG1A	143
S100G	144
TSPYL4	145
SLC15A1	146
REPIN1	147
STYXL1	148
CLEC10A	149
SNORA66	150
CXCL1	151
IRAK4	152
EIF4H	153
PDCD10	154
SCARA3	155
SEPW1	156
MMP3	157
HMX1	158
HSD3BP2	159
ZBTB33	160
FGL2	161
PTTG1IP	162
SYNGR3	163
WNT10B	164
AP1G1	165
SELP	166
DDX46	167
ALOX12P2	168
CDK5RAP3	169
SARS	170
PARP11	171
TMEM93	172
ECH1	173
GRIP1	174
C8orf51	175
VENTX	176
ERN1	177
STEAP1B	178
UVRAG	179
RIMBP2	180
ARMCX4	181
KRT32	182
ARMC4	183
SYF2	184
FGG	185
CYP26A1	186
PDSS1	187
LPGAT1	188
MPHOSPH6	189
CHRNA10	190
UXT	191
RAB32	192
PARK7	193
HLA-DQA1	194
ZNF551	195
IL1R2	196
TTR	197
APLNR	198
KCNA1	199
CYP2C8	200
x
	0173570-0000
CCL13	1
MMP2	2
VAV1	3
MYH7	4
SLC35E2B	5
CDKN2D	6
TFEC	7
SV2C	8
NOL10	9
CCDC68	10
CD5	11
C11orf80	12
PIGP	13
BRS3	14
NFE2	15
VAMP5	16
KCNJ10	17
STX17	18
PGR	19
CCR3	20
KIAA0317	21
ZBP1	22
PHYHIP	23
PREB	24
EGF	25
TMED1	26
PTPRH	27
PGLYRP1	28
SCG5	29
ADAT1	30
DNAJC17	31
CD72	32
TTF2	33
CDH5	34
KCTD3	35
STRN4	36
CHRNA10	37
ADCY8	38
ASH1L	39
PRSS16	40
RDBP	41
MAP3K1	42
PKIA	43
PHB2	44
LIFR	45
TRBC2	46
GPI	47
ATP5E	48
IL11RA	49
CHD8	50
GABRA6	51
CDHR1	52
EYA3	53
CCR9	54
GTF3C5	55
ZCCHC6	56
RNF123	57
FZD10	58
LCMT2	59
HSD11B1	60
IQCH	61
CMPK1	62
SEC24B	63
TRIM58	64
ZNF225	65
OR1A1	66
SLC38A4	67
DDOST	68
FCHO1	69
HMGA2	70
OR1G1	71
P2RX1	72
SHROOM2	73
CDH20	74
PFKM	75
ARMCX4	76
IFRD2	77
RNF138	78
APOL6	79
TECPR2	80
WBP5	81
ANG	82
LPGAT1	83
PRDM1	84
PGD	85
SELRC1	86
MOGS	87
TMEM187	88
RGS9	89
RSAD2	90
RPL22	91
FAM118A	92
LRRC31	93
PANX1	94
KLHL11	95
SLC12A8	96
NAIP	97
RNF115	98
WBSCR22	99
FAM117A	100
KLKB1	101
CMAS	102
DTYMK	103
FFAR2	104
OXSR1	105
MYO19	106
ABCA3	107
ACE	108
LYRM2	109
TSG101	110
NFE2L2	111
SLC9A3R2	112
TALDO1	113
CALB2	114
NEIL1	115
STIM1	116
TOMM7	117
ARHGAP44	118
RCVRN	119
DNAI1	120
PFKFB1	121
MOS	122
GABRP	123
SMPDL3A	124
MTHFD1	125
EIF4H	126
DENND1C	127
SLC14A2	128
TMPRSS11D	129
LRRC16A	130
CNIH4	131
CAPG	132
HIVEP1	133
TLR3	134
APOH	135
C8B	136
SOGA2	137
ERCC5	138
TRBV5-2	139
SIGLEC5	140
SMPD3	141
SOX5P	142
MCM3	143
MIR22HG	144
HIST1H2BO	145
LEPREL4	146
HIST1H2BF	147
EXOC6B	148
HIST1H2AB	149
CHRND	150
IGF2	151
DAAM1	152
ADRA2A	153
ERP29	154
LRIG1	155
MSX1	156
IL19	157
BCL2A1	158
MRPS33	159
ALPK3	160
NIT2	161
ERCC6	162
PEF1	163
SRPRB	164
HLA-J	165
PCMTD2	166
MKKS	167
PTH1R	168
TSPAN12	169
PSKH1	170
RIBC2	171
HBQ1	172
TIMM10	173
SSX5	174
UQCR10	175
FPR3	176
EIF3D	177
FAM53C	178
PROC	179
PRDM14	180
HAND2	181
DHX38	182
GYPC	183
LCE2B	184
DLX6	185
GRIN2A	186
APLNR	187
EBNA1BP2	188
FRMPD4	189
GALE	190
CST3	191
ORC3	192
ISOC2	193
RFPL2	194
COPB2	195
TMOD3	196
PPYR1	197
KIAA0754	198
CD207	199
KRTAP4-7	200
x
	0175029-0000
SERPINB5	1
CCL13	2
HMGCS2	3
PPIL6	4
SLC35E2B	5
TLR3	6
CORO1C	7
VPS4B	8
COX7A1	9
GPR126	10
TPRA1	11
ZNF225	12
TCP11	13
FKBP2	14
EMILIN1	15
NAV2	16
ALAS2	17
AKR1B10	18
WNT5B	19
ZNF280A	20
SNRPD2	21
USP25	22
GOLGA3	23
ARMC6	24
TMEM106B	25
ARID3A	26
CXorf36	27
EIF4A1	28
STEAP3	29
TENC1	30
MAP1LC3C	31
SPRYD7	32
SELL	33
PRSS16	34
MRPS27	35
ATP11A	36
ZNF253	37
PRDM1	38
BAAT	39
VSIG4	40
LAG3	41
MUC16	42
VAV1	43
ABHD3	44
RALY	45
ALOX12B	46
TYMP	47
FEZ1	48
WDR82	49
OXCT1	50
REG3A	51
MARCH5	52
NTN3	53
NLGN1	54
ST8SIA2	55
STK25	56
CRB1	57
SLC28A1	58
HIST1H1D	59
PACSIN1	60
KRT83	61
C14orf45	62
CHRNB1	63
LIMS1	64
PAK3	65
EXTL2	66
TRPS1	67
NYX	68
HTR1F	69
VENTX	70
SPRY1	71
HIST1H4H	72
LYRM2	73
TM7SF2	74
TTC40	75
VTI1B	76
ABHD11	77
ZNF669	78
SLC7A11	79.5
OR1G1	79.5
MT1M	81
DERL2	82
C15orf2	83
IFI6	84
TRAT1	85
MYO5C	86
RGSL1	87
UPP1	88
KRTAP5-9	89
DDX4	90
TRAPPC2L	91
ZBTB6	92
RSBN1	93
DNAJC1	94
ZFYVE16	95
C3orf32	96
BEGAIN	97
CRYGD	98
CD38	99
MT1H	100
FAM46C	101
GATA6	102
PKDREJ	103
DNAJC15	104
INHBC	105
CCR7	106
GNL3	107
PMP22	108
ENTPD5	109
ACOT13	110
TMEM121	111
SENP7	112
LRCH1	113
ZCCHC2	114
ZSCAN5A	115
TRBC2	116
GPATCH1	117
IL19	118
NTSR1	119
DDX54	120
ARL5A	121
ASGR2	122
SPC25	123
DYRK3	124
ABCC8	125
SLC22A11	126
MEN1	127
FOXE3	128
FAM118A	129
KANSL1L	130
SOD3	131
CCR5	132
PSMD10	133
PLEKHA2	134
WDYHV1	135
PITX3	136
PLEK2	137
KCNIP2	138
CUX2	139
ZNF573	140
USP9Y	141
CACNA2D1	142
ZNF141	143
BCL2L14	144
FOXO4	145
TTC17	146
ACTR1B	147
EXOC6B	148
PWP2	149
