x
	(+)-chelidonine
SCAMP5	36
PPM1E	37
CD38	38
PSMB7	39
BOLA1	40
CYSLTR2	41
CYP7A1	42
ARHGEF6	43
HERC3	44
SNHG3	45
C8orf84	46
MFSD6	47
HIST1H2BE	48
PUS7	49
NKG7	50
x
	(-)-isoprenaline
QSOX1	1
CLCA3P	2
FOXJ1	3
PLP1	4
TRIM5	5
ICT1	6
RPUSD2	7
SLC6A7	8
UBBP1	9
AMDHD2	10
PAQR3	11
MYO1D	12
HOXD4	13
ADRA1B	14
FAM173A	15
C22orf26	16
GUCA2A	17
ATHL1	18
BATF3	19
GCNT2	20
MNT	21
DNTTIP2	22
PPYR1	23
TCP11	24
IFI6	25
HNRNPA1P31	26
DHRS11	27
HEXB	28
CUX2	29
MFHAS1	30
MFGE8	31
HLTF	32
SACS	33
SPTBN4	34
PMS1	35
VGF	36
FOXE3	37
FBXW2	38
ANXA5	39
TEX30	40
OMP	41
RPGR	42
ROR2	43
ING2	44
ZC4H2	45
C3orf52	46
PITPNM3	47
SEC24B	48
GRAMD3	49
SCIN	50
x
	0173570-0000
CCL13	1
MMP2	2
VAV1	3
MYH7	4
SLC35E2B	5
CDKN2D	6
TFEC	7
SV2C	8
NOL10	9
CCDC68	10
CD5	11
C11orf80	12
PIGP	13
BRS3	14
NFE2	15
VAMP5	16
KCNJ10	17
STX17	18
PGR	19
CCR3	20
KIAA0317	21
ZBP1	22
PHYHIP	23
PREB	24
EGF	25
TMED1	26
PTPRH	27
PGLYRP1	28
SCG5	29
ADAT1	30
DNAJC17	31
CD72	32
TTF2	33
CDH5	34
KCTD3	35
STRN4	36
CHRNA10	37
ADCY8	38
ASH1L	39
PRSS16	40
RDBP	41
MAP3K1	42
PKIA	43
PHB2	44
LIFR	45
TRBC2	46
GPI	47
ATP5E	48
IL11RA	49
CHD8	50
x
	0175029-0000
SERPINB5	1
CCL13	2
HMGCS2	3
PPIL6	4
SLC35E2B	5
TLR3	6
CORO1C	7
VPS4B	8
COX7A1	9
GPR126	10
TPRA1	11
ZNF225	12
TCP11	13
FKBP2	14
EMILIN1	15
NAV2	16
ALAS2	17
AKR1B10	18
WNT5B	19
ZNF280A	20
SNRPD2	21
USP25	22
GOLGA3	23
ARMC6	24
TMEM106B	25
ARID3A	26
CXorf36	27
EIF4A1	28
STEAP3	29
TENC1	30
MAP1LC3C	31
SPRYD7	32
SELL	33
PRSS16	34
MRPS27	35
ATP11A	36
ZNF253	37
PRDM1	38
BAAT	39
VSIG4	40
LAG3	41
MUC16	42
VAV1	43
ABHD3	44
RALY	45
ALOX12B	46
TYMP	47
FEZ1	48
WDR82	49
OXCT1	50
x
	0179445-0000
PCDHGA11	1
DCC	2
GLTSCR1	3
GNRH2	4
OIP5	5
NFS1	6
ZNF141	7
C4orf19	8
COX7A2L	9
ZNF253	10
SH2B2	11
NDRG1	12
APOD	13
PTPN4	14
JUP	15
USP11	16
PTPRH	17
VMP1	18
ASNSD1	19
SAMHD1	20
HABP4	21
KCNJ14	22
DDB2	23
FAM118A	24
CYTL1	25
MRPL15	26
HLA-DPA2	27
SETD3	28
KANSL1L	29
IFNA21	30
MMP2	31
KIAA0317	32
IGFBP6	33
C22orf26	34
GCNT3	35
ARHGAP44	36
CUZD1	37
HOXA2	38
NDE1	39
BUB1B	40
CREG1	41
CHD8	42
AKR1B10	43
MAP1LC3B	44
CRYAA	45
CRYBB2	46
ARHGDIB	47
PROP1	48
RNF38	49
PACSIN1	50
x
	0198306-0000
AMHR2	1
FBXO46	2
CRYM	3
C1orf174	4
PRDX1	5
DCAF6	6
CARTPT	7
CHMP7	8
LRPAP1	9
ACTL7A	10
NFS1	11
BDKRB2	12
ZNHIT3	13
RRAGB	14
CLEC4E	15
UTP3	16
PHKA1	17
UBA6	18
MAMLD1	19
AMH	20
ETV4	21
RASL11B	22
KDM5C	23
TRAF1	24
RLN2	25
EEF1A2	26
RACGAP1	27
STOML2	28
CALML5	29
F2R	30
NKRF	31
ZNF227	32
AGTPBP1	33
GRAMD1C	34
TNKS2	35
BTN1A1	36
EEF1E1	37
ACTR1B	38
FOXD3	39
TCTA	40
OLFML2A	41
TMEM8B	42
APOBR	43
SNRPA	44
SMYD3	45
SLC6A1	46
MRPL16	47
BMP6	48
THAP1	49
N4BP3	50
x
	0225151-0000
DBH	1
KIAA0895	2
CLK4	3
RALY	4
SLC1A6	5
CNDP2	6
CRX	7
PAFAH1B3	8
ABHD10	9
TMEM242	10
USP25	11
NCAM2	12
CCNO	13
ERMP1	14
PLSCR2	15
LRP1B	16
GFM1	17
COPG1	18
IFIT2	19
C2orf28	20
STRN4	21
NKX6-1	22
TPD52L2	23
KIAA1462	24
ZDHHC8P1	25
ZNF695	26
GCKR	27
HSPB1	28
TMEM8B	29
ARID3B	30
TRIM5	31
DNMT3L	32
SLC29A3	33
IGHV5-78	34
SCNN1B	35
RRN3	36
HTR1F	37
GTF3C2	38
MAD2L1BP	39
DDB1	40
HLA-DRB6	41
PAGE4	42
FAM188A	43
IRAK1	44
ERCC8	45
HBE1	46
TSPAN12	47
BTBD3	48
PCDHB11	49
OTUB2	50
x
	0297417-0002B
WBSCR22	1
CHD8	2
MXD1	3
SUN2	4
ARMCX5	5
TRIM52	6
HIST1H3D	7
UBQLN2	8
MATK	9
APOC3	10
PLEKHA2	11
SETBP1	12
IRAK4	13
KDR	14
APLP1	15
POLR1D	16
LRRC48	17
SPATA20	18
FBXL2	19
PNPO	20
GRIN2A	21
POLD3	22
BNIP3	23
TMEM132A	24
PPP2R2A	25
ZNF384	26
ATXN7L1	27
IL6	28
SMO	29
GDF9	30
RPL22	31
PSMD2	32
FBXL4	33
BLNK	34
ITGAV	35
RHCG	36
MTMR11	37
GTF2H2C	38
CD81	39
VHL	40
GRIA4	41
RASSF9	42
CD5	43
PSTPIP2	44
FAN1	45
SYT2	46
STEAP3	47
SLC6A7	48
RPS6	49
FILIP1L	50
x
	0316684-0000
OXSR1	1
MMP27	2
MARCH8	3
RASL11B	4
NEU1	5
PPIAP21	6
ENTPD6	7
DZANK1	8
FBP1	9
CHD8	10
NDUFB7	11
C15orf38	12
PLEKHA4	13
VILL	14
CROT	15
SLAMF1	16
IGHV3-21	17
PLS1	18
SH3BGRL3	19
PKD2L2	20
AKAP5	21
SLC6A1	22
RIN2	23
CNTFR	24
DRD4	25
ADRB2	26
EFHC1	27
RPS6KA3	28
RNF186	29
MYH3	30
PROL1	31
EGLN2	32
GP1BA	33
IFT20	34
USP10	35
GABRB3	36
DOLK	37
ERC2	38
MCOLN1	39
CATSPERB	40
ATP5A1	41
NCALD	42
NDNF	43
RPL27AP	44
FAM131B	45
MYO5C	46
MDM4	47
TNS4	48
GATA6	49
MEIS2	50
x
	0317956-0000
SEMA6C	1
SREK1	2
MTTP	3
NAT9	4
APOD	5
AP3S2	6
WRN	7
ODF2	8
SHOX	9
RABEPK	10
LRRC59	11
GABRR2	12
GPNMB	13
KIAA0247	14
HYOU1	15
POU4F2	16
DNAJC15	17
SAA3P	18
PCBD1	19
KRT18P50	20
HOXB1	21
IFRD2	22
CDKL1	23
P2RX1	24
CDK5R2	25
TAAR3	26
COBL	27
DENND4B	28
GSTA3	29
CLTC	30
MYO1D	31
ISOC1	32
YTHDC1	33
ZNF682	34
RBM23	35
GNPDA1	36
MAST3	37
QPCTL	38
TOB1	39
SPACA1	40
SSTR4	41
C15orf2	42
C11orf57	43
TPPP	44
CYorf17	45
PPIL6	46
TXNL4B	47
RGR	48
IFI6	49
MKNK2	50
x
	1,4-chrysenequinone
GRAMD1C	1
NECAP2	2
DNAJB1	3
TDP2	4
LHX1	5
KCNK12	6
CST2	7
C16orf71	8
FBLN2	9
MT1E	10
IRF2BP1	11
CD244	12
DIXDC1	13
SLC25A13	14
EHHADH	15
CLK1	16
HYI	17
SEMA3E	18
YOD1	19
NGFRAP1	20
GAPDHS	21
LIF	22
VAV1	23
ETV3	24
TLN1	25
KANSL1L	26
FAM206A	27
CALCOCO1	28
SCN7A	29
NR4A2	30
PDZD2	31
HCRTR2	32
NDUFA4L2	33
COPE	34
CXCL11	35
ARHGDIB	36
CLEC10A	37
DNAJC1	38
FAM59A	39
HSP90AB1	40
NEMF	41
CYP2A6	42
HIST1H2BB	43
C22orf26	44
SPIN2A	45
SPINK4	46
TECTA	47
SALL1	48
ASIC4	49
NECAB3	50
x
	1,5-isoquinolinediol
EFNB1	1
C19orf53	2
BAMBI	3
TMSB4Y	4
SOX18	5
ARL2BP	6
PPYR1	7
CCDC94	8
SENP7	9
FOXM1	10
HSD17B4	11
GRM4	12
AP3B2	13
CLCA1	14
IGJ	15
ZNF253	16
RSF1	17
HSD3B2	18
NEDD8	19
FOXH1	20
KIAA0922	21
PPP1R26	22
NPVF	23
FAM92A1	24
TBC1D29	25
ST6GALNAC5	26
INPP5A	27
PCDHA3	28
TST	29
ALX4	30
SDS	31
CTR9	32
ABL1	33
JAK1	34
RTN3	35
CAMTA2	36
ZBTB44	37
OR1F2P	38
KCNJ10	39
HNRNPH2	40
PAX9	41
CD24P4	42
ANAPC2	43
TRAPPC2	44
RAB8A	45
OAZ3	46
SLC12A6	47
SLC35A5	48
GUCY1B2	49
GGH	50
x
	10-methoxyharmalan
PAFAH1B3	1
ARF1P1	2
ZNF141	3
TENC1	4
DDX6	5
PRR5L	6
FAM118A	7
PLS1	8
AMIGO2	9
ZNF493	10
PGM5	11
PCYOX1L	12
GALR3	13
SGPP1	14
HADHAP1	15
KCNS3	16
HOXD9	17
TM7SF2	18
DNMBP	19
LAX1	20
CCR3	21
SIK1	22
ITGA5	23
HSPBAP1	24
MEPCE	25
VTI1B	26
RBL1	27
FBXO46	28
TNN	29
RFPL1	30
SGCE	31
ZBED4	32
PIGT	33
SPICE1	34
EEF1DP5	35
CCDC121	36
REPIN1	37
BTNL2	38
MYH3	39
NINJ2	40
HDAC7	41
RPL10L	42
RNF43	43
PBX2	44
STEAP4	45
GSPT2	46
EIF4A1	47
NXT1	48
ABHD11	49
ALOX12B	50
x
	11-deoxy-16,16-dimethylprostaglandin_E2
ARHGEF18	1
RAB8A	2
AKAP8L	3
PIK3R2	4
WDR6	5
TP73-AS1	6
LRRC40	7
C1R	8
CHRNA10	9
OR1G1	10
ZNF155	11
NDUFA1	12
CXCR2	13
CENPO	14
ACSL4	15
RAPSN	16
OLFML2A	17
PKDREJ	18
FILIP1L	19
TMEM187	20
SIL1	21
CORO1C	22
KIAA0895	23
DMXL1	24
MRPL23	25
LRCH1	26
TAS2R9	27
ARSE	28
RNF123	29
TRGV7	30
SLC36A1	31
MCAT	32
PIK3R5	33
CPA1	34
PPOX	35
CUX2	36
PGM5	37
C1orf114	38
HIST1H2BI	39
ARSA	40
BEND5	41
LHCGR	42
SLC8A2	43
ARPP21	44
HTRA1	45
CHMP2A	46
GRID2	47
EIF2B2	48
G6PC2	49
C12orf35	50
x
	12,13-EODE
NEUROG3	1
C3orf52	2
RSL24D1	3
CD302	4
TMEM135	5
S100A5	6
OVOL1	7
CHIC2	8
GHRH	9
SCD5	10
SCML2	11
PKD2L2	12
MRPL16	13
PPAP2C	14
KLHL1	15
T	16
C9orf167	17
PPAT	18
SI	19
ATAD5	20
SNAPC5	21
POLDIP2	22
MAST3	23
CA9	24
ABCA12	25
LTF	26
HMHA1	27
FGF21	28
NTF3	29
LMX1B	30
RAB25	31
HIST1H2AC	32
GNL1	33
MRPL3	34
HHLA1	35
HAUS2	36
LIG1	37
ZNF334	38
C12orf10	39
ACAT1	40
CKLF	41
SH3BGRL3	42
HOXD4	43
SLC25A22	44
CYP39A1	45
PIGQ	46
ASIC4	47
APH1A	48
PRPS1L1	49
BARX1	50
x
	15(S)-15-methylprostaglandin_E2
ERC2	1
TCERG1	2
USP6NL	3
NUDT15	4
SPRR1B	5
TLR1	6
TAOK3	7
LEPRE1	8
IRF2	9
CYP4F12	10
TUFM	11
UGP2	12
LAG3	13
HTN1	14
DTX4	15
TRPS1	16
CNTFR	17
COCH	18
TRIM26	19
CBR4	20
ZNF43	21
SLC9A3	22
ECD	23
SCGB1D2	24
ZNF76	25
ZNF557	26
PBK	27
PLEKHH3	28
SLC6A4	29
KRT15	30
BAALC	31
TNR	32
CLMN	33
SMPDL3A	34
CHAT	35
CXADR	36
PSMG2	37
RIOK2	38
MYOM2	39
P2RX5	40
HP	41
GRAMD3	42
GTF2E2	43
KLHDC8A	44
CTNNBIP1	45
POP1	46
PRM1	47
CLCN6	48
BNIP3	49
SSTR3	50
x
	15-delta_prostaglandin_J2
GRAMD1C	1
GAPDHS	2
RAB3A	3
NECAP2	4
SLC22A17	5
ETV3	6
ARID5A	7
FAM92A1	8
RNF122	9
FRMPD4	10
TM9SF3	11
F2	12
NARFL	13
ATP1A3	14
MYBBP1A	15
PLEKHA4	16
DUOX2	17
RNLS	18
NANS	19
LUM	20
CNTN6	21
CCT5	22
C16orf71	23
FBLN2	24
AVPR1B	25
HIST1H4H	26
LRP4	27
PDYN	28
ZNF81	29
KRT34	30
TPRA1	31
AMH	32
POLR3D	33
SRRM1	34
ORM2	35
HSPE1	36
HERC1	37
ZBTB44	38
ATG14	39
TEX2	40
UEVLD	41
ST3GAL5	42
HPSE	43
PLIN2	44
EYA3	45
TOP3B	46
ANKRA2	47
MCRS1	48
CATSPERB	49
PUS1	50
x
	16,16-dimethylprostaglandin_E2
AMOTL2	1
RIPK4	2
CLIC1P1	3
RPS24	4
SECTM1	5
CKM	6
SCGB1D2	7
UBE4A	8
MIR22HG	9
CD82	10
PRDM14	11
TMSB10	12
LY86	13
OSTM1	14
DDX4	15
SDK2	16
CYP26B1	17
USP4	18
FAM192A	19
CCNL2	20
HAND2	21
FAM206A	22
GBX2	23
CD5L	24
OTUD3	25
F2R	26
HADHAP1	27
UVRAG	28
TXNDC3	29
PPYR1	30
KLF7	31
SACS	32
NBR2	33
PARP12	34
DRD4	35
RAB23	36
CXADR	37
ABCG4	38
TYMS	39
IFIT2	40
MGMT	41
STARD8	42
PARD6A	43
MTHFD2	44
PTGES2	45
DDHD2	46
FGF8	47
TMEM206	48
AURKAIP1	49
MAD2L1BP	50
x
	16-phenyltetranorprostaglandin_E2
TMSB10	1
PLEKHA2	2
PTS	3
TRPC4AP	4
TP73	5
TCERG1	6
BAZ2B	7
RFX3	8
NUP37	9
PIK3R5	10
ZNF143	11
ITK	12
APOLD1	13
SCG2	14
IPP	15
CDKL3	16
VN1R1	17
CRNN	18
SPINT3	19
ASH2L	20
ABHD10	21
IVL	22
CD207	23
ATHL1	24
LILRA4	25
SH2D3A	26
CPA1	27
CXCL2	28
GAS8	29
TNK1	30
DIAPH3	31
COMMD10	32
CNTFR	33
CAMLG	34
VWA1	35
IGLV4-60	36
RIOK2	37
PRMT1	38
SLC7A10	39
TK1	40
LYZ	41
FOSB	42
LRRC40	43
MPHOSPH6	44
PRDM14	45
FAM92A1	46
PLCG2	47
MCCC1	48
C22orf26	49
MRPL35	50
x
	2,6-dimethylpiperidine
TPPP	1
ROS1	2
CPA2	3
KRI1	4
HIST1H2AL	5
MEP1B	6
KLK14	7
AMHR2	8
ASNSD1	9
CDK5R2	10
ZNF672	11
IMMT	12
ITM2C	13
CBX1	14
APOL5	15
SPINT3	16
LGALS2	17
WISP3	18
AAAS	19
CYB561D2	20
RANGRF	21
OXCT1	22
ERBB2IP	23
SKIV2L2	24
GNB3	25
GRIK3	26
RBM47	27
CLIC3	28
METTL8	29
SRRM1	30
IFNA1	31
LCN1	32
AURKC	33
C6orf130	34
OR1F1	35
TMC7	36
PCDH11X	37
APCS	38
STRA6	39
CDH4	40
ZW10	41
IPO8	42
KERA	43
C11orf71	44
EIF3D	45
ABCA5	46
TM4SF20	47
ECM1	48
GOLGA8IP	49
SPG11	50
x
	2-aminobenzenesulfonamide
ZNF682	1
CPA3	2
FGL2	3
RBM34	4
PCSK1N	5
ZBTB24	6
KRT34	7
PARP6	8
CMPK1	9
QSOX1	10
TPST1	11
CCL13	12
CHAT	13
HABP4	14
KANK2	15
APOC1	16
LUZP4	17
UGT2B17	18
C15orf24	19
SAR1B	20
NEU1	21
PLEKHH3	22
HMHB1	23
PLIN2	24
HIST1H3C	25
ZC2HC1A	26
UBE3C	27
FGF21	28
MED28	29
S100A12	30
OSBPL11	31
DNM2	32
SSFA2	33
KCNJ6	34
ZFP37	35
SDC3	36
MZT2A	37
MGP	38
GIMAP4	39
CA2	40
AKR1C3	41
PRDM12	42
GPN2	43
MT1E	44
WNT11	45
NAALAD2	46
GCH1	47
TMEM59	48
TM9SF2	49
COTL1	50
x
	2-deoxy-D-glucose
CHD8	1
UAP1L1	2
PGR	3
HSPE1	4
C10orf88	5
CPVL	6
STYXL1	7
KRT33B	8
MKKS	9
TRAF6	10
FAM96B	11
CCR3	12
TRIB3	13
TMA16	14
GPN1	15
DPYS	16
DEPTOR	17
TBC1D12	18
RPL39L	19
DLL3	20
IGHV3-73	21
RPRD1A	22
ZNF160	23
SV2C	24
GMEB1	25
SMAD5-AS1	26
SLC7A11	27
JPH2	28
MGST3	29
CHM	30
PVT1	31
PALMD	32
CRY2	33
SELP	34
UTF1	35
DGKE	36
MARK1	37
C21orf2	38
MELK	39
CILP	40
SERPIND1	41
ACBD4	42
PRICKLE3	43
SYNC	44
HIST1H1D	45
PRKCH	46
DEF6	47
KEL	48
STRA6	49
DOT1L	50
x
	3-acetamidocoumarin
TMEM106B	1
KANSL1L	2
CSF3R	3
ETV3	4
DNAJC2	5
ABCC5	6
GNA12	7
HMGB3	8
CNP	9
LGI2	10
KRT20	11
NINJ2	12
DNAH7	13
SLC2A10	14
SMPDL3A	15
CHRNG	16
PODNL1	17
ICT1	18
PIGQ	19
MRPS11P1	20
TMEM177	21
PIR	22
PIH1D1	23
GPS1	24
COQ3	25
LSM1	26
NLK	27
HRC	28
SIRPA	29
PRKCH	30
GRB7	31
SLC22A14	32
IGLL3P	33
LIPC	34
GJA1	35
MTNR1B	36
OLFML2B	37
CCL13	38
ETNK2	39
IFT81	40
BEGAIN	41
CHRM2	42
SLC12A2	43
KCNE2	44
CTNNBIP1	45
SNIP1	46
KIF18A	47
AMPD1	48
CIB1	49
ACVR2A	50
x
	3-acetylcoumarin
CRX	1
SORCS3	2
TM7SF4	3
ZFHX2	4
TALDO1	5
CCDC68	6
PIGB	7
EIF3E	8
TMPRSS11E	9
MUC2	10
OSR2	11
VPS8	12
PCYOX1L	13
RDBP	14
LALBA	15
GRM6	16
EXOSC8	17
CXCL1	18
RGR	19
PLVAP	20
TBC1D1	21
ARFGAP2	22
MARCH3	23
FZD4	24
CXorf36	25
GOLPH3L	26
EGLN1	27
VHL	28
MYH7	29
GON4L	30
NDUFC1	31
XPO1	32
BPGM	33
RIBC2	34
VN1R1	35
C14orf133	36
MTTP	37
SPINK4	38
LGALS14	39
ZHX2	40
RWDD2B	41
OPN3	42
GBE1	43
S100A11P1	44
TRAPPC8	45
FURIN	46
BTBD3	47
BUD31	48
TLR2	49
RPS6KA4	50
x
	3-aminobenzamide
CLTC-IT1	1
ENTPD7	2
TCTA	3
KRT76	4
PRDM16	5
ZBBX	6
TK1	7
SRSF4	8
SEMA6C	9
TAF11	10
ATOH1	11
FAM179B	12
C1orf112	13
HIST1H2AL	14
PIN1	15
RASL10A	16
FIS1	17
EXOSC9	18
HNRNPA2B1	19
FOXD3	20
ACTR3P2	21
ATP6V1H	22
SNRPD3	23
OR2H1	24
COX7BP1	25
DDOST	26
CDKN2D	27
PIK3R5	28
MAN2B2	29
YIPF3	30
CREB5	31
C22orf31	32
YTHDF1	33
FAM111A	34
SYTL2	35
RPLP2	36
PCTP	37
SLC9A3R1	38
TIMP2	39
PACS1	40
SLC43A1	41
GPX7	42
B3GALT5	43
CDADC1	44
EIF2B3	45
HILPDA	46
CD3D	47
TTC1	48
SLC7A10	49
ZNF471	50
x
	3-hydroxy-DL-kynurenine
SNAPC5	1
RIOK2	2
ANKH	3
LMTK2	4
LYPD3	5
SDR39U1	6
IFIT1	7
CXCR1	8
C1orf174	9
MRPL4	10
SPTA1	11
RPL11	12
PRPS1L1	13
BCL7C	14
S100A11	15
SIRPA	16
ALOX12B	17
INSL5	18
LDOC1	19
CDX4	20
PISD	21
FAM86A	22
CHST11	23
MAP1S	24
APOBEC3F	25
HGFAC	26
STARD7	27
SLC25A21	28
GNL1	29
POLR3F	30
CSF3R	31
PBLD	32
PEX26	33
RFC4	34
NPHS1	35
TNS3	36
FAM189A2	37
ACACA	38
APOBR	39
ANKRA2	40
S1PR5	41
GFOD1	42
PIGZ	43
REG1P	44
CERS4	45
TBKBP1	46
PSMD10	47
MRPL23	48
RDBP	49
SMURF2	50
x
	3-nitropropionic_acid
ALOX15	1
MOS	2
FAM60A	3
TXNRD1	4
CBLL1	5
IMPA2	6
CD81	7
AURKC	8
AMDHD2	9
KIAA0556	10
PLA2G16	11
RPS24	12
PTGER2	13
APOD	14
FAM127B	15
A2M	16
AQP2	17
CNDP2	18
DLGAP5	19
GSN-AS1	20
ARHGDIB	21
IL25	22
GOLGA8IP	23
IBTK	24
IRF2	25
CDC23	26
GGT5	27
TRAV8-3	28
TCEB3B	29
TAS2R10	30
SLC17A3	31
ABCC8	32
PHKG2	33
FAM53B	34
POM121L2	35
DNTTIP2	36
CLP1	37
HK1	38
APOL1	39
SH2B2	40
FAM92A1	41
CYSLTR1	42
PGK2	43
AKAP8L	44
KAL1	45
RBMS3	46
ZHX2	47
PDK1	48
TUBB6	49
EMP3	50
x
	4,5-dianilinophthalimide
DNAJA2	1
HMG20A	2
TOB1	3
STON1	4
ARR3	5
ACTR3P2	6
LEP	7
RNASE1	8
TTC21B	9
ZNF667	10
CECR5	11
SULT2B1	12
AKAP11	13
AP5S1	14
CABYR	15
ARL15	16
SMARCAL1	17
TTPAL	18
POLR3K	19
GTF2H5	20
CNBP	21
AMHR2	22
MICALL2	23
UXT	24
DHX16	25
C15orf29	26
CDADC1	27
IGFBP4	28
C1R	29
CD244	30
IQCC	31
RNF144A	32
NDUFA1	33
ABCC5	34
KRT24	35
HSPA1A	36
MOGS	37
PPT2	38
SERPINB10	39
PDE6G	40
CRTC3	41
PTBP2	42
PIK3R5	43
RNASE2	44
GSTA1	45
GCK	46
NSA2	47
ZNF334	48
SSX5	49
HSD17B11	50
x
	4-hydroxyphenazone
SPIB	1
FASTKD3	2
TP53BP2	3
VSIG4	4
ZNF43	5
ZNF266	6
UTP20	7
DLK2	8
HEBP1	9
ARL2BP	10
GORASP1	11
LANCL2	12
C1orf112	13
CTNNB1	14
PCDHGA9	15
NDC80	16
NADSYN1	17
GUCA2A	18
ETV3	19
DKK4	20
WNT2	21
SH3GL2	22
PIK3CA	23
CHRNE	24
FADD	25
TRAP1	26
MRPL22	27
CDKN3	28
ZNF280D	29
PAPSS1	30
NDUFB4	31
PSMB3	32
GLB1L2	33
DZANK1	34
AATK	35
HCP5	36
EMP3	37
SCAMP5	38
ADRB2	39
HSPE1	40
SLC9A8	41
OSBPL11	42
SNX17	43
MGAT4C	44
ANP32D	45
UGGT1	46
PBX3	47
PRPF3	48
ITPA	49
ZNF492	50
x
	5109870
CFL1	1
NCAPH	2
