x
	(+)-chelidonine
STK38	11848
SCAMP2	11849
NTN1	11850
PSAT1	11851
SELL	11852
PRM2	11853
ZNF124	11854
GLCE	11855
CUZD1	11856
MAP1S	11857
PNLIP	11858
SRPRB	11859
ZNF711	11860
NDUFA10	11861
CACNA1B	11862
ENTPD2	11863
x
	0225151-0000
ACAD8	11814
RSU1	11815
TNNC1	11816
GFOD1	11817
MIA	11818
KRTAP9-9	11819
WNT7B	11820
HLA-DPB1	11821
POP4	11822
RNF7	11823
STMN3	11824
TREML2	11825
SMG6	11826
SLC22A17	11827
ZNF384	11828
RAPSN	11829
PPP1CA	11830
C14orf102	11831
ZNF215	11832
RPL27	11833
GRID2	11834
ATP6V0B	11835
ENOPH1	11836
HS1BP3	11837
RIN2	11838
LRRC15	11839
TRIM9	11840
FAM92A1	11841
CCL22	11842
DNASE1L1	11843
C9orf9	11844
HIST1H2BF	11845
CRYBG3	11846
RLF	11847
HRSP12	11848
RAP1GAP2	11849
CHMP3	11850
NPC1	11851
TP53BP1	11852
BCL2L14	11853
NUDT13	11854
PMVK	11855
IL32	11856
FBXL4	11857
CD1A	11858
NR1I3	11859
HMX1	11860
SLC12A8	11861
REL	11862
SH3GLB2	11863
x
	0297417-0002B
CHD2	11814
MAGEC3	11815
ATP6V0E1P2	11816
VWA7	11817
PDIA2	11818
ID3	11819
GPR85	11820
C8orf4	11821
SCN7A	11822
MAGEA4	11823
CRYBB2P1	11824
MARCKSL1	11825
NR0B2	11826
TPBG	11827
PMCH	11828
FAM3C	11829
NMU	11830
NPL	11831
MANF	11832
MCM5	11833
DKK1	11834
ZNF34	11835
TFPT	11836
IL23A	11837
PRAME	11838
GJB5	11839
ZNF10	11840
ZBBX	11841
ZIC1	11842
LIG1	11843
IGKV4-1	11844
PVALB	11845
CHRNA2	11846
EFHC1	11847
ROBO4	11848
GPR75	11849
NECAP2	11850
LIN7A	11851
PTDSS1	11852
CYCSP33	11853
SLC26A4	11854
SLC43A1	11855
APOBEC1	11856
SF3B4	11857
PDXDC1	11858
MAGT1	11859
GPR176	11860
RASSF8	11861
FDX1	11862
TNFSF4	11863
x
	0316684-0000
GPR176	11814
MFSD5	11815
MAP1LC3C	11816
MADCAM1	11817
STK38	11818
SYT2	11819
DDX4	11820
LGALS3BP	11821
LIG1	11822
LRAT	11823
RSG1	11824
ZNF528	11825
RP2	11826
PHKA1	11827
WDR44	11828
TRIM22	11829
WFDC2	11830
STYXL1	11831
FAM3C	11832
TOE1	11833
ONECUT2	11834
USP19	11835
CENPB	11836
PGLYRP4	11837
ZNF273	11838
ZMAT5	11839
POPDC2	11840
PRIM1	11841
SPAG5	11842
AP4E1	11843
SLC17A1	11844
GLTPD1	11845
OR2J3	11846
TLE4	11847
KLHL21	11848
KCNV2	11849
SERPINB3	11850
LCMT2	11851
NNAT	11852
ZNF43	11853
RAD21L1	11854
CRYL1	11855
CCDC59	11856
ZNF711	11857
ADAMTS12	11858
TMEM2	11859
ARFGAP3	11860
IL23A	11861
PTGDR	11862
SHCBP1L	11863
x
	0317956-0000
GNRH1	11814
COX7A1	11815
AURKC	11816
SNRPA	11817
CARD9	11818
PLXNA3	11819
PCTP	11820
FAM216A	11821
CCT8	11822
ZFAND3	11823
GFOD2	11824
SLC16A8	11825
CYP2A6	11826
CCR3	11827
ESRRA	11828
RAB1B	11829
AFAP1	11830
AQP8	11831
SETMAR	11832
IL10RB	11833
FOXJ1	11834
SMG1	11835
GCKR	11836
TREH	11837
SETD5	11838
MCMBP	11839
PCOLCE	11840
ITM2C	11841
FOSB	11842
PLCXD1	11843
DNAJC17	11844
CD5	11845
FLVCR2	11846
TRMT61B	11847
PARK7	11848
ETFA	11849
IGHV3-72	11850
C4orf29	11851
GCNT4	11852
RAD9A	11853
CMPK1	11854
MYCT1	11855
FBXO5	11856
INHA	11857
KIAA0319	11858
LYRM2	11859
RAPSN	11860
DDX60	11861
STYXL1	11862
KCNH4	11863
x
	1,4-chrysenequinone
ATP6V0E1P2	11814
IL10RB	11815
TRAP1	11816
GIP	11817
HBD	11818
GRAMD1B	11819
UTP3	11820
RAC1	11821
OXTR	11822
INTS9	11823
JHDM1D	11824
DAAM1	11825
IL10RA	11826
NUCKS1	11827
SEMG2	11828
RGR	11829
CKAP2	11830
POLQ	11831
FAM76A	11832
C17orf63	11833
COPS7A	11834
C8orf4	11835
JPH2	11836
TPO	11837
DHDDS	11838
KRT4	11839
MAD2L1	11840
C18orf8	11841
CARD9	11842
SLC5A5	11843
CMAS	11844
MID1IP1	11845
NUP155	11846
WRAP73	11847
FAM193A	11848
TDP1	11849
SOX15	11850
FAM57A	11851
MX1	11852
ONECUT1	11853
NME7	11854
HCK	11855
SYNJ2BP	11856
TMEM131	11857
SLC6A4	11858
CHRM4	11859
SETMAR	11860
RPIA	11861
MGAT4B	11862
MRPL3	11863
x
	1,5-isoquinolinediol
TTLL1	11814
ELTD1	11815
NDUFB4	11816
TIMP2	11817
CD83	11818
PMVK	11819
RSRC1	11820
UGT2B15	11821
C1orf35	11822
SHOC2	11823
ICK	11824
MMP15	11825
C20orf43	11826
HDAC1	11827
KCNK12	11828
MPHOSPH6	11829
IL15RA	11830
FKRP	11831
TNFSF12	11832
C7orf58	11833
TTC12	11834
COX7A2L	11835
IGSF6	11836
PCYOX1	11837
KLHL11	11838
NKG7	11839
EMP3	11840
FBP1	11841
FBXO34	11842
CDKN3	11843
MAGI1	11844
FASTKD3	11845
TSNAX	11846
TAS2R14	11847
RRN3	11848
SH3GL2	11849
UBXN8	11850
PBX3	11851
ZNF195	11852
PCTP	11853
WNT11	11854
UTP3	11855
HARS2	11856
GLB1L2	11857
HIST1H2AG	11858
THOC7	11859
THBS2	11860
SPRY1	11861
CHRNE	11862
PTMAP3	11863
x
	10-methoxyharmalan
ETV3	11814
AUTS2	11815
C14orf159	11816
MEGF6	11817
PRR4	11818
ARHGAP12	11819
LRIF1	11820
BCL2L10	11821
PLEK2	11822
SPEF1	11823
ASCL2	11824
ZNF334	11825
NEMF	11826
ZNF692	11827
MAGEC2	11828
PLBD1	11829
OSMR	11830
GFRA3	11831
KIRREL	11832
CAPZA1	11833
C1orf95	11834
HLX	11835
ARHGDIB	11836
CDH8	11837
CLSTN3	11838
BNIP3	11839
SHROOM2	11840
ADRB2	11841
DDRGK1	11842
CLSTN2	11843
UTP6	11844
RAP2A	11845
OSGIN2	11846
ADAMDEC1	11847
PHACTR4	11848
USP10	11849
GJA8	11850
ATP1A3	11851
KCNA2	11852
HEBP1	11853
CRYGC	11854
PAF1	11855
SSTR5	11856
GUCA2A	11857
GLT8D2	11858
LY86	11859
LRRC8D	11860
VLDLR	11861
PPFIA2	11862
GLTPD1	11863
x
	11-deoxy-16,16-dimethylprostaglandin_E2
C12orf39	11814
CD3G	11815
FAM110D	11816
NARG2	11817
C7orf23	11818
POU4F2	11819
RAB17	11820
PPM1D	11821
BPIFA1	11822
PLIN2	11823
TDP2	11824
BPI	11825
FCER1G	11826
SLC27A6	11827
ARL4D	11828
DNALI1	11829
FBXW4	11830
ABCF1	11831
ABCC4	11832
FA2H	11833
TXLNG	11834
LILRB5	11835
IFNW1	11836
DDAH1	11837
GPR137B	11838
PHF11	11839
STK39	11840
DHRS7	11841
PCCA	11842
S100G	11843
SLC43A1	11844
DPEP3	11845
SCARF1	11846
SDK2	11847
PRG3	11848
KCNA2	11849
PDCD10	11850
PIR	11851
UFSP2	11852
RRN3P1	11853
ATP6AP1	11854
HCP5	11855
RTCD1	11856
SH3D21	11857
CNOT6	11858
NDUFB7	11859
MAGEA12	11860
TEX11	11861
BCHE	11862
PRKCH	11863
x
	12,13-EODE
IL13	11814
TERF2IP	11815
PSME1	11816
PLP2	11817
DOK5	11818
PACSIN1	11819
CMAS	11820
CARD8	11821
PYCR1	11822
SLC22A8	11823
HABP2	11824
PGS1	11825
GTPBP1	11826
ST3GAL1	11827
RTDR1	11828
P2RY10	11829
GPX7	11830
DDAH1	11831
TRMT61B	11832
BAAT	11833
RIN1	11834
NEIL3	11835
TARS	11836
MKRN3	11837
TMEM156	11838
RRAGB	11839
CUTA	11840
IL12A	11841
FNDC3B	11842
HEATR8	11843
KIF3A	11844
CNPY4	11845
SEC14L2	11846
MAGEF1	11847
C15orf29	11848
SCGB1D1	11849
STEAP4	11850
FAM3C	11851
ACTR1B	11852
GABRG2	11853
CLTC-IT1	11854
SSX1	11855
MICB	11856
MAGEB1	11857
ADAMDEC1	11858
NECAB3	11859
SOCS7	11860
RPE65	11861
HINFP	11862
PPM1D	11863
x
	15(S)-15-methylprostaglandin_E2
PSORS1C2	11814
RNF11	11815
SS18L2	11816
TRIB3	11817
DHRS11	11818
CSGALNACT1	11819
APOBR	11820
MALL	11821
RPP38	11822
PSKH1	11823
KIAA1797	11824
CLCNKB	11825
GPR27	11826
KLHL21	11827
MRPL16	11828
BABAM1	11829
BATF	11830
ECHDC1	11831
TASP1	11832
GNA15	11833
RFPL1	11834
GRM2	11835
RASA2	11836
TXLNG	11837
SMU1	11838
MAP3K10	11839
OXSR1	11840
TREML2	11841
COQ6	11842
WNT16	11843
CDC23	11844
MRPL48	11845
SLC6A9	11846
ZNF556	11847
HBQ1	11848
RPS17P5	11849
DDX46	11850
FHL5	11851
HERC1	11852
LYRM2	11853
TAF9B	11854
BTBD1	11855
MAN2B2	11856
MRPS11P1	11857
FAM193A	11858
KRT75	11859
MYO1D	11860
PCDHA5	11861
KIFAP3	11862
BNIP2	11863
x
	15-delta_prostaglandin_J2
PRDM16	11814
NDRG4	11815
FAM212B	11816
LRFN4	11817
ZSCAN18	11818
PRSS22	11819
WNT7B	11820
ALDH18A1	11821
LPGAT1	11822
MAGT1	11823
TERF1	11824
SPO11	11825
ROBO4	11826
BCS1L	11827
LEFTY2	11828
TFPT	11829
ACTR1B	11830
SFXN1	11831
NRD1	11832
RPL22	11833
ZNF492	11834
POLR2M	11835
GPR173	11836
HMGB1P12	11837
SKAP1	11838
ELANE	11839
ZMIZ1	11840
C1orf115	11841
MARCH8	11842
FOS	11843
CHD2	11844
SRPX2	11845
ZNF467	11846
STK38	11847
HERPUD1	11848
HIGD1B	11849
NSD1	11850
GPX4	11851
CNN1	11852
TYMS	11853
TCP11	11854
OCEL1	11855
CCL22	11856
LINC00094	11857
XPC	11858
OR7A10	11859
SLC16A10	11860
CDH22	11861
TNFSF4	11862
ATP5H	11863
x
	16,16-dimethylprostaglandin_E2
REN	11814
SPOCK1	11815
MS4A4A	11816
ITGAX	11817
LYPD1	11818
GABRR1	11819
GLT8D2	11820
ZNF468	11821
DUTP1	11822
C1orf112	11823
LAMB3	11824
FLRT1	11825
PIP4K2C	11826
MEP1B	11827
MON1B	11828
LEP	11829
NARG2	11830
CDKN2B	11831
ARMCX5	11832
TNFSF9	11833
NDUFA10	11834
C17orf81	11835
ALOX5AP	11836
AMIGO2	11837
C15orf24	11838
TMEM106C	11839
TCP10	11840
IHH	11841
KLRG1	11842
PCCA	11843
NDUFA1	11844
TSPYL4	11845
TMED1	11846
ST7L	11847
NDUFB7	11848
HAVCR1	11849
T	11850
AMBP	11851
PELI2	11852
STK16	11853
WDR52	11854
DPYS	11855
HAAO	11856
IFNA7	11857
ACADSB	11858
HLA-DMA	11859
CYP11B2	11860
GLI1	11861
BCL2L10	11862
MAGEC2	11863
x
	16-phenyltetranorprostaglandin_E2
FMOD	11814
PSENEN	11815
CNN3	11816
PCDHA5	11817
RFX7	11818
IL17RA	11819
USP10	11820
TAF2	11821
UFSP2	11822
IGLV3-25	11823
NES	11824
PRR4	11825
PHF14	11826
TTPAL	11827
GCC2	11828
GRM2	11829
DHRS7	11830
PYCARD	11831
OR7E12P	11832
SCARF1	11833
LEPRE1	11834
IRF2	11835
AP4E1	11836
NUP93	11837
GMFG	11838
PTGDR	11839
HHLA3	11840
SYNC	11841
PRKCH	11842
SS18L2	11843
ITPKB	11844
HCRTR2	11845
NPVF	11846
PPAP2C	11847
JMJD5	11848
MYH7	11849
RPL23AP22	11850
WDR52	11851
FAM216A	11852
CEP55	11853
SNRNP40	11854
SLC6A20	11855
TRAV13-2	11856
GPR126	11857
RIPK4	11858
SCARA3	11859
EXTL2	11860
CCKBR	11861
APOL1	11862
HK1	11863
x
	2,6-dimethylpiperidine
CORO2B	11814
PLEKHH3	11815
TAF5	11816
LPAR4	11817
THAP11	11818
NARG2	11819
C1orf135	11820
CDKL3	11821
GPATCH3	11822
DNMT1	11823
ZNF263	11824
EIF2S2	11825
MSH4	11826
ZNF8	11827
ZBTB7B	11828
RNF43	11829
DHX29	11830
TMEM50B	11831
MX1	11832
GJB4	11833
DNAJC17	11834
IFI30	11835
SI	11836
SYNC	11837
C16orf80	11838
BMP6	11839
GDAP1L1	11840
ATP6V1B2	11841
ANKRD10	11842
BIRC7	11843
GIMAP4	11844
SNX15	11845
CHRNE	11846
DECR1	11847
KLHL25	11848
MMP12	11849
RASSF1	11850
C17orf81	11851
HESX1	11852
CYP26B1	11853
GTF2E1	11854
ZNF281	11855
UNC13B	11856
PRAF2	11857
TAS2R9	11858
KIFC3	11859
SLC22A14	11860
RIPK4	11861
GC	11862
CD48	11863
x
	2-aminobenzenesulfonamide
CRYGC	11814
TMEM126B	11815
FAM184A	11816
PCBD1	11817
SEC24B	11818
ACSL4	11819
QARS	11820
WDR76	11821
RPS17P5	11822
QSER1	11823
DHX16	11824
HSD17B12	11825
HHAT	11826
FBXL12	11827
PPT2	11828
SCAND1	11829
KCTD3	11830
TRIP10	11831
OXSM	11832
CAPN1	11833
SLC14A2	11834
JMJD1C	11835
AMHR2	11836
LCP1	11837
C16orf80	11838
LYPD3	11839
KEAP1	11840
CALML5	11841
TSTD2	11842
NCAM2	11843
CEMP1	11844
RALGPS2	11845
ATF3	11846
SPRR1B	11847
RABEPK	11848
IMPACT	11849
NCK2	11850
NDUFAB1	11851
ST5	11852
BLNK	11853
IFIT2	11854
BDKRB2	11855
C3orf27	11856
MTL5	11857
RABAC1	11858
NFS1	11859
ZW10	11860
NRAS	11861
CD3E	11862
MDFI	11863
x
	2-deoxy-D-glucose
CERS2	11814
TRIP12	11815
IFT81	11816
C19orf57	11817
UBBP1	11818
GGT5	11819
S100A11	11820
WNT4	11821
TMEM140	11822
MXD3	11823
CCT8	11824
ZNHIT1	11825
ANKRD2	11826
IFRD2	11827
FASTKD3	11828
ACTR1B	11829
P2RX4	11830
SIGLEC5	11831
CAMTA2	11832
GPX7	11833
ART4	11834
EFHD1	11835
KLHL29	11836
FOXJ2	11837
PYCR1	11838
AMBP	11839
EFNA2	11840
FRAT1	11841
TIMM23	11842
RAB21	11843
HSPB3	11844
PNLIPRP2	11845
FOSB	11846
HERC1	11847
TPBG	11848
COPE	11849
C8B	11850
CLN6	11851
CDT1	11852
NDUFA1	11853
NARF	11854
GUCY1B2	11855
C1orf106	11856
STARD7	11857
AKAP11	11858
ADAP2	11859
MAGEB2	11860
SELE	11861
PRDM16	11862
PKD2L1	11863
x
	3-acetamidocoumarin
IGF2-AS1	11814
TRIP12	11815
LRRN2	11816
HLTF	11817
GNG7	11818
SLC43A3	11819
PLEKHO2	11820
RALA	11821
PEX12	11822
C19orf73	11823
CLK4	11824
TM4SF20	11825
TCF7L1	11826
ORC6	11827
LYPD3	11828
NT5M	11829
CACNG2	11830
KLC1	11831
RASA2	11832
NGFRAP1	11833
ANO2	11834
ATXN7L1	11835
APOL1	11836
PHEX	11837
LPXN	11838
DCTN6	11839
ACSM1	11840
FXYD1	11841
PIGT	11842
C16orf5	11843
SEMA6D	11844
LMO7	11845
ADPGK	11846
OSBPL11	11847
FAM86A	11848
PROP1	11849
KLHL25	11850
QSOX1	11851
BCKDK	11852
PSG11	11853
IGHV3-72	11854
ZNF80	11855
SPRR1B	11856
NRD1	11857
PTPN1	11858
MSL2	11859
GLTSCR1	11860
LAMC3	11861
KLHL2	11862
ALPK1	11863
x
	3-acetylcoumarin
DAGLA	11814
PRRC1	11815
POLR3K	11816
TRAPPC2	11817
BCL2L10	11818
PTGER4P3	11819
ZNF668	11820
ZNF528	11821
GCK	11822
DCLRE1A	11823
TRAV13-2	11824
MYBBP1A	11825
HSF4	11826
DHX16	11827
LPGAT1	11828
SLC35E2	11829
GORASP1	11830
TNFRSF1A	11831
WASF1	11832
ZNF544	11833
MICB	11834
KCNK7	11835
SRSF4	11836
DGAT1	11837
RPP30	11838
LILRA3	11839
TAF11	11840
CDK4	11841
FNBP4	11842
F2R	11843
CYSLTR2	11844
PLIN2	11845
CMAS	11846
PRAF2	11847
ZNF692	11848
MOCS2	11849
SELE	11850
GIPC2	11851
H2AFJ	11852
POLQ	11853
PHACTR4	11854
NPY	11855
IPP	11856
PSMD2	11857
SLC6A7	11858
RBFOX1	11859
PSKH1	11860
SRGAP2	11861
CYP4F12	11862
MUC16	11863
x
	3-aminobenzamide
BAMBI	11814
CHODL	11815
DGKG	11816
SERINC1	11817
PGK2	11818
CLDN8	11819
IHH	11820
MKKS	11821
LSP1	11822
DGKE	11823
VILL	11824
GAR1	11825
CCDC57	11826
PLCD1	11827
BTBD1	11828
NMBR	11829
FAM83E	11830
HOXA6	11831
AFAP1	11832
SLC6A7	11833
GOLT1B	11834
GNAI1	11835
ZNHIT3	11836
ATOX1	11837
HBQ1	11838
PRRG4	11839
CDH5	11840
SC5DL	11841
URB2	11842
IPPK	11843
GHRH	11844
MFSD5	11845
FRMPD4	11846
CAMTA2	11847
HERC3	11848
RBL1	11849
CDH16	11850
PCK2	11851
TSSK1B	11852
TPRA1	11853
SLC22A17	11854
GABRA1	11855
LAMC3	11856
TRMT12	11857
PRKCH	11858
C11orf51	11859
TP53BP2	11860
RPL38	11861
MRPL39	11862
ACE	11863
x
	3-hydroxy-DL-kynurenine
ZNF334	11814
MCOLN1	11815
ZNF675	11816
HIST1H3G	11817
CRLF1	11818
CRYBB2P1	11819
CDK2AP2	11820
PRR15L	11821
TAOK3	11822
LGALS13	11823
TRMT11	11824
CGRRF1	11825
COMMD9	11826
PSAT1	11827
PRMT7	11828
PCDHGA11	11829
